Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x coordinate,y coordinate,Location
2012,752,108653,110733,100 St Kilda Road SOUTHBANK 3006,Southbank,Curve Bar,300,144.96820,-37.82090,POINT (144.9682 -37.8209)
2012,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Bear Brass,200,144.96630,-37.82070,POINT (144.9663 -37.8207)
2012,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub & Side Bar,550,144.96630,-37.82070,POINT (144.9663 -37.8207)
2012,753,598987,598987,Evan Walker Bridge SOUTHBANK 3006,Southbank,Ponfish Island,150,144.96510,-37.81970,POINT (144.9651 -37.8197)
2012,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK 3006,Southbank,Left Bank Melbourne,400,144.96290,-37.82100,POINT (144.9629 -37.821)
2012,801,559161,559161,3-7 Riverside Quay SOUTHBANK 3006,Southbank,Belgian Beer Cafe Eureka,638,144.96450,-37.82170,POINT (144.9645 -37.8217)
2012,801,559161,559161,3-7 Riverside Quay SOUTHBANK 3006,Southbank,Eureka 89,150,144.96450,-37.82170,POINT (144.9645 -37.8217)
2012,802,575820,575820,1-9 Freshwater Place SOUTHBANK 3006,Southbank,Blvd Bar,562,144.96220,-37.82170,POINT (144.9622 -37.8217)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Lucky Chans,340,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Crown Casino,320,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Studio 3,900,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,The Atlantic,508,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Lagerfield Bar & Beer Garden,650,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,The Waiting Room,120,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,The Pub At Crown,300,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Fusion,600,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Kingpin Bowling,347,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Number 8,200,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,CO,560,144.95860,-37.82320,POINT (144.9586 -37.8232)
2012,808,108052,108052,133 Queens Bridge Street SOUTHBANK 3006,Southbank,Story,120,144.96050,-37.82530,POINT (144.9605 -37.8253)
2012,808,110385,110385,174-184 City Road SOUTHBANK 3006,Southbank,Olla Messa,250,144.96190,-37.82380,POINT (144.9619 -37.8238)
2012,861,102503,102503,161-173 Domain Road SOUTH YARRA 3141,South Yarra,Botanical Hotel,245,144.98170,-37.83430,POINT (144.9817 -37.8343)
2012,409,100441,100441,118-126 Ireland Street WEST MELBOURNE 3003,West Melbourne (Residential),Railway Hotel,241,144.94210,-37.80610,POINT (144.9421 -37.8061)
2012,419,108876,108876,573-579 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),McMahons,160,144.94700,-37.80740,POINT (144.947 -37.8074)
2012,424,109706,109706,297-307 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Jawa Bar,40,144.95140,-37.80560,POINT (144.9514 -37.8056)
2012,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),The Drunken Poet Pty Ltd,50,144.95550,-37.80670,POINT (144.9555 -37.8067)
2013,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,239,144.96580,-37.79730,POINT (144.9658 -37.7973)
2013,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,120,144.96780,-37.79690,POINT (144.9678 -37.7969)
2013,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,Clare Castle Hotel,50,144.97040,-37.79650,POINT (144.9704 -37.7965)
2013,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,Pugg Mahones,500,144.96870,-37.79750,POINT (144.9687 -37.7975)
2013,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,60,144.96740,-37.80000,POINT (144.9674 -37.8)
2013,218,106222,106222,270-276 Lygon Street CARLTON 3053,Carlton,University Hotel,111,144.96720,-37.80050,POINT (144.9672 -37.8005)
2013,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,600,144.97340,-37.79300,POINT (144.9734 -37.793)
2013,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,200,144.96710,-37.80250,POINT (144.9671 -37.8025)
2013,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,Bar Centrale,301,144.96680,-37.80340,POINT (144.9668 -37.8034)
2013,255,101593,101593,91-95 Cardigan Street CARLTON 3053,Carlton,Hotel Lincoln,154,144.96450,-37.80450,POINT (144.9645 -37.8045)
2013,260,103272,103272,642-644 Elizabeth Street MELBOURNE 3000,Carlton,City Mic Bar Karaoke,70,144.95860,-37.80330,POINT (144.9586 -37.8033)
2013,260,103276,103276,614-616 Elizabeth Street MELBOURNE 3000,Carlton,The Last Jar,250,144.95890,-37.80390,POINT (144.9589 -37.8039)
2013,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,John Curtin Hotel,350,144.96570,-37.80620,POINT (144.9657 -37.8062)
2013,267,106251,106251,66-88 Lygon Street CARLTON 3053,Carlton,Lagers On Lygon,80,144.96660,-37.80530,POINT (144.9666 -37.8053)
2013,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,E J Whitten Bar,70,144.94750,-37.81670,POINT (144.9475 -37.8167)
2013,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Legends Bar,250,144.94750,-37.81670,POINT (144.9475 -37.8167)
2013,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,500,144.94750,-37.81670,POINT (144.9475 -37.8167)
2013,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Captains Bar,80,144.94750,-37.81670,POINT (144.9475 -37.8167)
2013,1104,576024,576023,747-757 Bourke Street DOCKLANDS 3008,Docklands,The Nixon Hotel Pty Ltd,300,144.94780,-37.81940,POINT (144.9478 -37.8194)
2013,1108,604125,604125,143-175 Harbour Esplanade DOCKLANDS 3008,Docklands,Alumbra At Central Pier,690,144.94330,-37.81650,POINT (144.9433 -37.8165)
2013,1109,601809,593728,425-427 Docklands Drive DOCKLANDS 3008,Docklands,BCM Bar & Balcony,350,144.93920,-37.81520,POINT (144.9392 -37.8152)
2013,1109,601809,593728,425-427 Docklands Drive DOCKLANDS 3008,Docklands,The Waterfront Room,500,144.93920,-37.81520,POINT (144.9392 -37.8152)
2013,1110,620312,593737,23-37 Star Crescent DOCKLANDS 3008,Docklands,Harbour Town Hotel,498,144.93790,-37.81320,POINT (144.9379 -37.8132)
2013,1110,593739,593739,99-127 Pearl River Road DOCKLANDS 3008,Docklands,Medibank Icehouse,100,144.93560,-37.81220,POINT (144.9356 -37.8122)
2013,131,108844,108844,1-5 Spencer Street DOCKLANDS 3005,Docklands,Crown Plaza,60,144.95500,-37.82270,POINT (144.955 -37.8227)
2013,613,595153,109643,166 Albert Street EAST MELBOURNE 3002,East Melbourne,Cohen Cellars Wine Bar,40,144.98560,-37.81000,POINT (144.9856 -37.81)
2013,658,110266,110266,120 Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,2800,144.98310,-37.82000,POINT (144.9831 -37.82)
2013,2530,616125,616125,25-27 Rankins Road KENSINGTON 3031,Kensington,Flemington & Kensington RSL Club,90,144.93220,-37.78930,POINT (144.9322 -37.7893)
2013,2530,616160,616160,265-271 Racecourse Road KENSINGTON 3031,Kensington,The Quiet Man Irish Pub,400,144.93240,-37.78860,POINT (144.9324 -37.7886)
2013,103,100160,100160,196-200 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Nomads Industry Backpackers,200,144.95740,-37.81000,POINT (144.9574 -37.81)
2013,104,103219,103219,413-417 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Workshop,230,144.96050,-37.80920,POINT (144.9605 -37.8092)
2013,104,104085,104085,167-175 Franklin Street MELBOURNE 3000,Melbourne (CBD),Velvet Underground,200,144.95920,-37.80900,POINT (144.9592 -37.809)
2013,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Fluid Oz Bar,365,144.96090,-37.80830,POINT (144.9609 -37.8083)
2013,105,109317,109317,427-433 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Oxford Scholar Hotel,486,144.96290,-37.80850,POINT (144.9629 -37.8085)
2013,107,108561,108561,50-58 MacKenzie Street MELBOURNE 3000,Melbourne (CBD),Blue Moon Bar,200,144.96610,-37.80750,POINT (144.9661 -37.8075)
2013,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),All Nations Backpackers Bar,98,144.95530,-37.82070,POINT (144.9553 -37.8207)
2013,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,983,144.95720,-37.82020,POINT (144.9572 -37.8202)
2013,11,108971,108971,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,100,144.95520,-37.82020,POINT (144.9552 -37.8202)
2013,114,109493,109493,143-151 Therry Street MELBOURNE 3000,Melbourne (CBD),The Mercant Cross Hotel,1081,144.95840,-37.80790,POINT (144.9584 -37.8079)
2013,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Captain Melville,355,144.96160,-37.80750,POINT (144.9616 -37.8075)
2013,12,103994,103994,502-504 Flinders Street MELBOURNE 3000,Melbourne (CBD),Insignia on Flinders,100,144.95770,-37.82010,POINT (144.9577 -37.8201)
2013,12,104824,104824,11A Highlander Lane MELBOURNE 3000,Melbourne (CBD),Highlander Bar,202,144.95800,-37.81970,POINT (144.958 -37.8197)
2013,12,105399,105399,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Clique Bar,222,144.95750,-37.81950,POINT (144.9575 -37.8195)
2013,12,105401,105401,14-20 King Street MELBOURNE 3000,Melbourne (CBD),Spearmint Rhino Gentlemen's Club,660,144.95770,-37.81980,POINT (144.9577 -37.8198)
2013,12,105401,105401,14-20 King Street MELBOURNE 3000,Melbourne (CBD),Tramp Bar,260,144.95770,-37.81980,POINT (144.9577 -37.8198)
2013,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust,350,144.96040,-37.81860,POINT (144.9604 -37.8186)
2013,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Lounge,500,144.96310,-37.81810,POINT (144.9631 -37.8181)
2013,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Dreams Gentlemen's Club,160,144.96460,-37.81810,POINT (144.9646 -37.8181)
2013,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint,329,144.96430,-37.81740,POINT (144.9643 -37.8174)
2013,14,103946,103946,313-315 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Randy Dragon,100,144.96390,-37.81760,POINT (144.9639 -37.8176)
2013,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bull And Bear Tavern,415,144.96300,-37.81780,POINT (144.963 -37.8178)
2013,14,104003,104003,2-8 Queen Street MELBOURNE 3000,Melbourne (CBD),Candela Nuevo,300,144.96270,-37.81860,POINT (144.9627 -37.8186)
2013,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Liberty Social,400,144.96530,-37.81720,POINT (144.9653 -37.8172)
2013,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jacksons,470,144.96700,-37.81740,POINT (144.967 -37.8174)
2013,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Mon Bijou,180,144.96840,-37.81640,POINT (144.9684 -37.8164)
2013,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Adelphi Hotel,80,144.96840,-37.81640,POINT (144.9684 -37.8164)
2013,16,104020,104020,150-162 Flinders Street MELBOURNE 3000,Melbourne (CBD),Forum Theatre Bar,1500,144.96940,-37.81650,POINT (144.9694 -37.8165)
2013,16,108532,108532,27-37 Russell Street MELBOURNE 3000,Melbourne (CBD),Ondergronds,250,144.96920,-37.81600,POINT (144.9692 -37.816)
2013,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Fair Trader,118,144.97170,-37.81550,POINT (144.9717 -37.8155)
2013,17,103921,103921,91-93 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Papa Goose,440,144.97120,-37.81550,POINT (144.9712 -37.8155)
2013,17,103922,103922,95-101 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Lot 7,840,144.97110,-37.81550,POINT (144.9711 -37.8155)
2013,17,103924,103924,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bambu Bar,230,144.97080,-37.81560,POINT (144.9708 -37.8156)
2013,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Fashion Lounge,350,144.97050,-37.81570,POINT (144.9705 -37.8157)
2013,17,103926,103926,125-127 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Gogo,300,144.97040,-37.81570,POINT (144.9704 -37.8157)
2013,17,103928,103928,133-135 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Meat Ball,110,144.97020,-37.81570,POINT (144.9702 -37.8157)
2013,17,574438,574438,84-94 Flinders Street MELBOURNE 3000,Melbourne (CBD),Eau-De-Vie,150,144.97170,-37.81580,POINT (144.9717 -37.8158)
2013,21,606461,606461,607-623 Collins Street MELBOURNE 3000,Melbourne (CBD),Batman's Hill On Collins Hotel,1500,144.95470,-37.81930,POINT (144.9547 -37.8193)
2013,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,131,144.96090,-37.81750,POINT (144.9609 -37.8175)
2013,23,102099,102099,419-429 Collins Street MELBOURNE 3000,Melbourne (CBD),Silk Road on Collins,911,144.96070,-37.81750,POINT (144.9607 -37.8175)
2013,23,106436,106436,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),R2 Restaurant & Bar,370,144.96080,-37.81780,POINT (144.9608 -37.8178)
2013,23,106436,106436,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),Alexi's On Market Restaurant,370,144.96080,-37.81780,POINT (144.9608 -37.8178)
2013,24,103174,103174,55-57 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),E-Fiftyfive,88,144.96410,-37.81700,POINT (144.9641 -37.817)
2013,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Hell's Kitchen,55,144.96560,-37.81660,POINT (144.9656 -37.8166)
2013,27,102064,102064,69-73 Collins Street MELBOURNE 3000,Melbourne (CBD),Strange Wolf,210,144.97130,-37.81430,POINT (144.9713 -37.8143)
2013,27,597183,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Spice Market,600,144.96990,-37.81510,POINT (144.9699 -37.8151)
2013,27,541562,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),RU-CO,400,144.96990,-37.81510,POINT (144.9699 -37.8151)
2013,31,102113,102113,546-566 Collins Street MELBOURNE 3000,Melbourne (CBD),Nero Bar,80,144.95580,-37.81820,POINT (144.9558 -37.8182)
2013,32,102118,102118,480-490 Collins Street MELBOURNE 3000,Melbourne (CBD),Paloma,80,144.95800,-37.81770,POINT (144.958 -37.8177)
2013,33,100727,100727,5-9 Bank Place MELBOURNE 3000,Melbourne (CBD),Mitre Tavern,300,144.96030,-37.81680,POINT (144.9603 -37.8168)
2013,33,100730,100730,12-16 Bank Place MELBOURNE 3000,Melbourne (CBD),Melbourne Savage Club,90,144.96060,-37.81650,POINT (144.9606 -37.8165)
2013,33,102123,102123,446-452 Collins Street MELBOURNE 3000,Melbourne (CBD),Menzies Tavern Hotel,197,144.95940,-37.81730,POINT (144.9594 -37.8173)
2013,33,102124,102124,430-442 Collins Street MELBOURNE 3000,Melbourne (CBD),The Brasilian Bean,80,144.95980,-37.81700,POINT (144.9598 -37.817)
2013,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Irish Times,170,144.96050,-37.81630,POINT (144.9605 -37.8163)
2013,33,105934,105934,429 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafe De Tuscany,117,144.96050,-37.81630,POINT (144.9605 -37.8163)
2013,33,105936,105936,433 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Dikstein's Corner Bar,145,144.96030,-37.81630,POINT (144.9603 -37.8163)
2013,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Marrakech Bar,200,144.96010,-37.81640,POINT (144.9601 -37.8164)
2013,33,108064,108064,85-91 Queen Street MELBOURNE 3000,Melbourne (CBD),Element Lounge,230,144.96100,-37.81650,POINT (144.961 -37.8165)
2013,33,108065,108065,93-95 Queen Street MELBOURNE 3000,Melbourne (CBD),Decca Bar,167,144.96100,-37.81640,POINT (144.961 -37.8164)
2013,33,108067,108067,103-105 Queen Street MELBOURNE 3000,Melbourne (CBD),Chaise Lounge,140,144.96090,-37.81620,POINT (144.9609 -37.8162)
2013,33,110148,110148,98-110 William Street MELBOURNE 3000,Melbourne (CBD),The Australian Club,280,144.95910,-37.81670,POINT (144.9591 -37.8167)
2013,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,450,144.96440,-37.81550,POINT (144.9644 -37.8155)
2013,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Hi-Fi Melbourne,800,144.96580,-37.81470,POINT (144.9658 -37.8147)
2013,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),The Long Room,620,144.96780,-37.81450,POINT (144.9678 -37.8145)
2013,37,102157,102157,90-98 Collins Street MELBOURNE 3000,Melbourne (CBD),Massoni Wine Bar,112,144.97030,-37.81400,POINT (144.9703 -37.814)
2013,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Ra,83,144.97060,-37.81390,POINT (144.9706 -37.8139)
2013,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Collins Quarter,290,144.97060,-37.81390,POINT (144.9706 -37.8139)
2013,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Clocks At Flinders Street Station,300,144.96530,-37.81870,POINT (144.9653 -37.8187)
2013,41,105948,105948,582-584 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Saint & Rogue,300,144.95540,-37.81740,POINT (144.9554 -37.8174)
2013,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),The Exchange Hotel,995,144.95640,-37.81700,POINT (144.9564 -37.817)
2013,43,101154,101154,483-501 Bourke Street MELBOURNE 3000,Melbourne (CBD),RACV City Club,410,144.95960,-37.81590,POINT (144.9596 -37.8159)
2013,43,105954,105954,422-428 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Little Red Pocket,200,144.96030,-37.81590,POINT (144.9603 -37.8159)
2013,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),Blue Diamond,200,144.96060,-37.81580,POINT (144.9606 -37.8158)
2013,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),Karstens At CQ,170,144.96060,-37.81580,POINT (144.9606 -37.8158)
2013,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CQ Bar,100,144.96060,-37.81580,POINT (144.9606 -37.8158)
2013,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CitiClub On Queen Hotel,940,144.96060,-37.81580,POINT (144.9606 -37.8158)
2013,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,527,144.96050,-37.81550,POINT (144.9605 -37.8155)
2013,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),New Guernica,380,144.96400,-37.81490,POINT (144.964 -37.8149)
2013,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,366,144.96760,-37.81320,POINT (144.9676 -37.8132)
2013,46,101136,101136,231-233 Bourke Street MELBOURNE 3000,Melbourne (CBD),Red Violin,303,144.96680,-37.81340,POINT (144.9668 -37.8134)
2013,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Hairy Canary,50,144.96720,-37.81380,POINT (144.9672 -37.8138)
2013,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,150,144.96760,-37.81390,POINT (144.9676 -37.8139)
2013,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,414,144.96820,-37.81370,POINT (144.9682 -37.8137)
2013,46,109413,109413,146 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cabinet Bar,90,144.96620,-37.81420,POINT (144.9662 -37.8142)
2013,46,111394,111394,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Bar Ampere,60,144.96740,-37.81360,POINT (144.9674 -37.8136)
2013,47,101119,101119,137-141 Bourke Street MELBOURNE 3000,Melbourne (CBD),Levels Nightclub,400,144.96920,-37.81280,POINT (144.9692 -37.8128)
2013,48,101109,101109,39-43 Bourke Street MELBOURNE 3000,Melbourne (CBD),Spleen Central,100,144.97200,-37.81190,POINT (144.972 -37.8119)
2013,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Club Asuka,150,144.97160,-37.81210,POINT (144.9716 -37.8121)
2013,48,101116,101116,79-85 Bourke Street MELBOURNE 3000,Melbourne (CBD),Tuscan Bar Melbourne,300,144.97100,-37.81220,POINT (144.971 -37.8122)
2013,48,103626,103626,114-122 Exhibition Street MELBOURNE 3000,Melbourne (CBD),European Bier Cafe,550,144.97120,-37.81290,POINT (144.9712 -37.8129)
2013,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop Project Space & Bar,152,144.97210,-37.81220,POINT (144.9721 -37.8122)
2013,51,108963,108963,672-696 Bourke Street MELBOURNE 3000,Melbourne (CBD),Mail Exchange Hotel,600,144.95360,-37.81660,POINT (144.9536 -37.8166)
2013,52,592048,592048,188-202 King Street MELBOURNE 3000,Melbourne (CBD),La Di Da,458,144.95560,-37.81550,POINT (144.9556 -37.8155)
2013,53,110145,110145,170-176 William Street MELBOURNE 3000,Melbourne (CBD),Lavita Cafe On William,50,144.95820,-37.81490,POINT (144.9582 -37.8149)
2013,54,104653,104653,21-25 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Campari House,326,144.96130,-37.81410,POINT (144.9613 -37.8141)
2013,54,105852,105852,401-405 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),The Apartment Restaurant Club Lounge,250,144.96100,-37.81400,POINT (144.961 -37.814)
2013,54,109954,109954,15-19 Warburton Lane MELBOURNE 3000,Melbourne (CBD),Murmur,50,144.96180,-37.81380,POINT (144.9618 -37.8138)
2013,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Alto Events,400,144.96330,-37.81360,POINT (144.9633 -37.8136)
2013,55,109284,109284,191-205 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cocoon Bar,200,144.96500,-37.81310,POINT (144.965 -37.8131)
2013,55,109284,109284,191-205 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Swanston Hotel Grand Mercure - Tabaret,200,144.96500,-37.81310,POINT (144.965 -37.8131)
2013,56,101202,101202,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Wonderland Karaoke,400,144.96690,-37.81260,POINT (144.9669 -37.8126)
2013,56,101202,101202,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),VS Sports Bar,80,144.96690,-37.81260,POINT (144.9669 -37.8126)
2013,56,108538,108538,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),Eden Bar,350,144.96760,-37.81250,POINT (144.9676 -37.8125)
2013,57,101212,101212,152-158 Bourke Street MELBOURNE 3000,Melbourne (CBD),Charltons Entertainment Complex / Roxanne Bar,1500,144.96850,-37.81210,POINT (144.9685 -37.8121)
2013,57,101214,101214,146-150 Bourke Street MELBOURNE 3000,Melbourne (CBD),FM Karaoke Bar,100,144.96870,-37.81240,POINT (144.9687 -37.8124)
2013,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,250,144.96910,-37.81210,POINT (144.9691 -37.8121)
2013,57,101217,101217,124-128 Bourke Street MELBOURNE 3000,Melbourne (CBD),Welcome Stranger,350,144.96930,-37.81210,POINT (144.9693 -37.8121)
2013,57,101218,101218,118-122 Bourke Street MELBOURNE 3000,Melbourne (CBD),Fireflies Club,72,144.96950,-37.81210,POINT (144.9695 -37.8121)
2013,57,101221,101221,94-96 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Elephant and Wheelbarrow,450,144.97020,-37.81190,POINT (144.9702 -37.8119)
2013,57,106433,106433,18-24 Market Lane MELBOURNE 3000,Melbourne (CBD),Ding Dong Lounge,300,144.96940,-37.81180,POINT (144.9694 -37.8118)
2013,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),Imperial Hotel,300,144.97270,-37.81120,POINT (144.9727 -37.8112)
2013,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar,164,144.97130,-37.81120,POINT (144.9713 -37.8112)
2013,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Mrs Parma's,300,144.97200,-37.81070,POINT (144.972 -37.8107)
2013,58,108986,108986,161 Spring Street MELBOURNE 3000,Melbourne (CBD),The European,703,144.97240,-37.81100,POINT (144.9724 -37.811)
2013,6,578327,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Zinc at Federation Square,1000,144.97050,-37.81780,POINT (144.9705 -37.8178)
2013,6,578321,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Beer De Luxe,355,144.97050,-37.81780,POINT (144.9705 -37.8178)
2013,6,578324,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Transport Hotel,600,144.97050,-37.81780,POINT (144.9705 -37.8178)
2013,6,578324,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Transit Cocktail Lounge,200,144.97050,-37.81780,POINT (144.9705 -37.8178)
2013,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,675,144.95450,-37.81490,POINT (144.9545 -37.8149)
2013,61,105858,105858,590-592 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Sorry Grandma,700,144.95470,-37.81530,POINT (144.9547 -37.8153)
2013,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),Great Western Hotel,390,144.95550,-37.81520,POINT (144.9555 -37.8152)
