"","year_completed","block_id","ev_clue_small_area","dv_parking_per_dwelling","ev_percent_single_bedroom","ev_percent_two_bedrooms","ev_percent_three_bedrooms","ev_percent_student_accommodation","ev_bike_per_dwelling"
"72",2016,443,"Elsewhere",0,80.8988764044944,19.1011235955056,0,0,0
"73",2016,710,"Elsewhere",0.722222222222222,66.6666666666667,33.3333333333333,0,0,0.388888888888889
"74",2016,734,"Elsewhere",0.940229885057471,0,95.4022988505747,4.59770114942529,0,0.567816091954023
"75",2016,812,"Elsewhere",0.585365853658537,50,50,0,0,0.813008130081301
"76",2016,815,"Elsewhere",0.171052631578947,40.7894736842105,59.2105263157895,0,0,0.469298245614035
"77",2016,928,"Elsewhere",1.064,35.2,58.4,6.4,0,0.84
"78",2016,1108,"Docklands",0.619377162629758,48.961937716263,46.0207612456747,5.01730103806228,0,0.406574394463668
"79",2016,2384,"Elsewhere",0.811111111111111,87.7777777777778,12.2222222222222,0,0,0.0444444444444444
"80",2016,2544,"Elsewhere",0,100,0,0,0,1
"81",2017,28,"CBD",1.02592592592593,31.8518518518519,51.4814814814815,16.6666666666667,0,0.303703703703704
"82",2017,61,"CBD",0.511278195488722,16.0401002506266,72.9323308270677,11.0275689223058,0,0.305764411027569
"83",2017,84,"CBD",0.177177177177177,37.0870870870871,62.9129129129129,0,0,0.298798798798799
"84",2017,94,"CBD",0.335443037974684,43.0379746835443,54.4303797468354,2.53164556962025,0,0.335443037974684
"85",2017,95,"CBD",0.206451612903226,35.9139784946237,55.0537634408602,9.03225806451613,0,0.124731182795699
"86",2017,97,"CBD",0.00892857142857143,72.7678571428571,27.2321428571429,0,0,0.34375
"87",2017,111,"Elsewhere",0.461187214611872,35.1598173515982,60.7305936073059,4.10958904109589,0,0
"88",2017,115,"CBD",0.262057877813505,17.6848874598071,78.4565916398714,3.85852090032154,0,0.422829581993569
"89",2017,202,"Elsewhere",0,0,0,0,100,1
"90",2017,212,"Elsewhere",0.974358974358974,33.3333333333333,56.4102564102564,10.2564102564103,0,0.205128205128205
"91",2017,254,"Elsewhere",0.648148148148148,75.9259259259259,24.0740740740741,0,0,0.740740740740741
"92",2017,260,"Elsewhere",0.34,54.6666666666667,45.3333333333333,0,0,0.806666666666667
"93",2017,264,"Elsewhere",0.0324074074074074,48.6111111111111,50.462962962963,0.925925925925926,0,0.356481481481481
"94",2017,265,"Elsewhere",0.679802955665025,54.1871921182266,40.3940886699507,5.41871921182266,0,0.354679802955665
"95",2017,271,"Elsewhere",0,0,2.4390243902439,0,97.5609756097561,0
"96",2017,303,"Elsewhere",2.47368421052632,63.1578947368421,21.0526315789474,15.7894736842105,0,0.736842105263158
"97",2017,317,"Elsewhere",1.32352941176471,11.7647058823529,88.2352941176471,0,0,1.76470588235294
"98",2017,334,"Elsewhere",1.03260869565217,67.3913043478261,28.2608695652174,4.34782608695652,0,0.934782608695652
"99",2017,370,"Elsewhere",0.911111111111111,73.3333333333333,26.6666666666667,0,0,0
"100",2017,409,"Elsewhere",1,73.3333333333333,26.6666666666667,0,0,0.422222222222222
"101",2017,413,"Elsewhere",0.428571428571429,28.5714285714286,28.5714285714286,42.8571428571429,0,1
"102",2017,440,"Elsewhere",0.867219917012448,55.1867219917012,44.8132780082988,0,0,0.50207468879668
"103",2017,441,"Elsewhere",0.611111111111111,66.6666666666667,33.3333333333333,0,0,0.222222222222222
"104",2017,724,"Elsewhere",1.11963190184049,15.9509202453988,69.6319018404908,14.4171779141104,0,0
"105",2017,760,"Elsewhere",1.2530612244898,85.3061224489796,14.6938775510204,0,0,1.10204081632653
"106",2017,773,"Docklands",1.39676113360324,30.7692307692308,47.7732793522267,21.4574898785425,0,0.340080971659919
"107",2017,810,"Elsewhere",0,60.5026929982047,30.3411131059246,9.15619389587074,0,0
"108",2017,928,"Elsewhere",1.11682242990654,35.5140186915888,64.4859813084112,0,0,1.06542056074766
"109",2017,1108,"Docklands",0.702602230483271,39.5910780669145,54.6468401486989,5.76208178438662,0,0.286245353159851
"110",2017,1109,"Docklands",0.81199538638985,55.9400230680507,38.638985005767,5.42099192618224,0,0.677047289504037
"111",2018,84,"CBD",0.156756756756757,20,80,0,0,0.297297297297297
"112",2018,95,"CBD",0,0,0,0,100,0.103562005277045
"113",2018,97,"CBD",0.0979299363057325,17.0382165605096,19.0286624203822,1.59235668789809,62.3407643312102,0.542993630573248
"114",2018,101,"Elsewhere",0.828571428571429,55.2380952380952,44.7619047619048,0,0,0.6
"115",2018,103,"CBD",0,0,0,0,100,0.302734375
"116",2018,105,"CBD",0.172786177105832,31.5334773218143,68.4665226781858,0,0,0.291576673866091
"117",2018,224,"Elsewhere",0,0,0,100,0,0
"118",2018,252,"Elsewhere",0,0,0,0,100,1.6
"119",2018,256,"Elsewhere",0,0,0,0,100,0.0947712418300654
"120",2018,259,"Elsewhere",0,0,0,0,100,0.201680672268908
"121",2018,263,"Elsewhere",0,0,0,0,100,0.0625
"122",2018,317,"Elsewhere",0.965034965034965,41.958041958042,55.9440559440559,2.0979020979021,0,0.867132867132867
"123",2018,336,"Elsewhere",0,84.0909090909091,13.6363636363636,2.27272727272727,0,0
"124",2018,345,"Elsewhere",0,33.3333333333333,22.2222222222222,44.4444444444444,0,0
"125",2018,353,"Elsewhere",1.14285714285714,0,42.8571428571429,57.1428571428571,0,1.42857142857143
"126",2018,377,"Elsewhere",0,100,0,0,0,1.09090909090909
"127",2018,410,"Elsewhere",0.7125,38.75,61.25,0,0,0.43125
"128",2018,422,"Elsewhere",1.25609756097561,30.4878048780488,57.3170731707317,12.1951219512195,0,0.695121951219512
"129",2018,423,"Elsewhere",1,0,50,50,0,0
"130",2018,539,"Elsewhere",1.17613636363636,32.9545454545455,64.7727272727273,2.27272727272727,0,0
"131",2018,618,"Elsewhere",4.56842105263158,23.1578947368421,47.3684210526316,29.4736842105263,0,0.0631578947368421
"132",2018,730,"Elsewhere",0.638036809815951,63.8036809815951,36.1963190184049,0,0,1.20858895705521
"133",2018,733,"Elsewhere",0.364372469635628,29.9595141700405,67.6113360323887,2.42914979757085,0,0.0647773279352227
"134",2018,747,"Elsewhere",0.810924369747899,44.5378151260504,50.4201680672269,5.04201680672269,0,0.42436974789916
"135",2018,748,"Elsewhere",0.430555555555556,73.6111111111111,26.3888888888889,0,0,0
"136",2018,773,"Docklands",1,0,0,100,0,0
"137",2018,861,"Elsewhere",0,75,25,0,0,0
"138",2018,865,"Elsewhere",1.83333333333333,0,16.6666666666667,83.3333333333333,0,0.166666666666667
"139",2018,928,"Elsewhere",1,32.4561403508772,67.5438596491228,0,0,1.50877192982456
"140",2018,1108,"Docklands",1.1328125,17.1875,75,7.8125,0,1.21875
"141",2018,1109,"Docklands",0.533898305084746,22.0338983050847,57.6271186440678,20.3389830508475,0,0.355932203389831
"142",2019,32,"CBD",0.496124031007752,34.8837209302326,56.9767441860465,8.13953488372093,0,0.310077519379845
"143",2019,35,"CBD",0,100,0,0,0,0
"144",2019,95,"CBD",0.319578577699737,45.6540825285338,49.4293239683933,4.91659350307287,0,0.690079016681299
"145",2019,101,"Elsewhere",0.82995951417004,37.246963562753,53.4412955465587,9.31174089068826,0,1.04048582995951
"146",2019,233,"Elsewhere",0.91304347826087,31.8840579710145,52.1739130434783,15.9420289855072,0,0.478260869565217
"147",2019,259,"Elsewhere",0,0,0,0,100,0.079155672823219
"148",2019,260,"Elsewhere",0.3,29.1666666666667,63.3333333333333,7.5,0,1.11666666666667
"149",2019,264,"Elsewhere",0.224154589371981,33.6231884057971,60.5797101449275,5.79710144927536,0,0.454106280193237
"150",2019,319,"Elsewhere",2.3972602739726,13.3561643835616,50,36.6438356164384,0,0.465753424657534
"151",2019,333,"Elsewhere",0,0,0,100,0,0
"152",2019,334,"Elsewhere",0.0666666666666667,40,60,0,0,2.13333333333333
"153",2019,353,"Elsewhere",0.164179104477612,100,0,0,0,0.164179104477612
"154",2019,368,"Elsewhere",12,100,0,0,0,10
"155",2019,375,"Elsewhere",0,0,0,0,100,0.174615384615385
"156",2019,377,"Elsewhere",0.192629815745394,13.7353433835846,13.9028475711893,0,72.3618090452261,0.321608040201005
"157",2019,440,"Elsewhere",0.853403141361257,60.2094240837696,39.7905759162304,0,0,0.49738219895288
"158",2019,444,"Elsewhere",0.973534971644612,56.5217391304348,43.4782608695652,0,0,0.839319470699433
"159",2019,607,"Elsewhere",2.21428571428571,0,100,0,0,0.428571428571429
"160",2019,620,"Elsewhere",1.75091575091575,30.4029304029304,45.4212454212454,24.1758241758242,0,1.1025641025641
"161",2019,811,"Elsewhere",0.698492462311558,27.9731993299832,56.78391959799,15.2428810720268,0,0.820770519262982
"162",2019,902,"Elsewhere",0,0,0,100,0,0
"163",2019,906,"Elsewhere",0.00171526586620926,0,0,0,100,0.228987993138937
"164",2019,927,"Elsewhere",1.47058823529412,0,0,100,0,0
"165",2019,1109,"Docklands",0.405714285714286,68.8571428571429,31.1428571428571,0,0,0
"166",2019,2544,"Elsewhere",1.4,0,0,100,0,0
