"","block_year","ev_clue_small_area","dv_parking_per_dwelling","ev_percent_single_bedroom","ev_percent_two_bedrooms","ev_percent_three_bedrooms","ev_percent_student_accommodation","ev_bike_per_dwelling","block_id","census_year","bar_pub_patron_limit","cafe_restaurant_seats_indoor","cafe_restaurant_seats_outdoor","dwelling_house_townhouse","dwelling_residential_apartments","dwelling_student_apartments","m2_commercial_accommodation","m2_common_area","m2_community_use","m2_educational_research","m2_entertainment_recreation_indoor","m2_equipment_installation","m2_hospital_clinic","m2_house_townhouse","m2_institutional_accommodation","m2_manufacturing","m2_office","m2_park_reserve","m2_parking_commercial_covered","m2_parking_commercial_uncovered","m2_parking_private_covered","m2_parking_private_uncovered","m2_performances_conferences_ceremonies","m2_private_outdoor_space","m2_public_display_area","m2_residential_apartment","m2_retail_cars","m2_retail_shop","m2_retail_showroom","m2_retail_stall","m2_sports_and_recreation_outdoor","m2_square_promenade","m2_storage","m2_student_accommodation","m2_transport","m2_transport_storage_uncovered","m2_unoccupied_under_construction","m2_unoccupied_under_demolition_condemned","m2_unoccupied_under_renovation","m2_unoccupied_undeveloped_site","m2_unoccupied_unused","m2_wholesale","m2_workshop_studio","parking_n_commercial","parking_n_private","parking_n_residential","services_accommodation_and_food","services_administrative_and_support","services_agriculture_forestry_and_fishing","services_arts_and_recreation","services_construction","services_education_and_training","services_electricity_gas_water_and_waste","services_financial_and_insurance","services_health_care_and_social_assistance","services_information_media_and_telecommunications","services_manufacturing","services_mining","services_other","services_professional_scientific_and_technical","services_public_administration_and_safety","services_rental_hiring_and_real_estate","services_retail_trade","services_transport_postal_and_warehousing","services_wholesale_trade","ev_non_residential_bays"
"1","101_2012","Elsewhere",0,66.4233576642336,33.5766423357664,0,0,0,101,2012,0,273,56,5,242,0,0,12919,0,0,1113,0,0,960,0,0,17135,0,0,0,8079,0,0,3447,0,20644,0,0,0,0,0,0,0,0,0,0,15174,0,0,0,3426,0,0,0,167,251,3,0,0,0,0,2,1,1,0,0,4,0,2,2,0,0,1,0,0,NA
"2","101_2014","Elsewhere",0,81.4285714285714,18.5714285714286,0,0,0.642857142857143,101,2014,0,243,51,5,519,0,0,19000,0,0,945,0,0,960,0,0,4959,0,0,0,6361,0,0,3993,0,37093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14735,0,0,108,59,357,3,0,0,0,0,2,1,0,1,1,3,0,3,2,0,0,0,0,0,NA
"3","101_2018","Elsewhere",0.828571428571429,55.2380952380952,44.7619047619048,0,0,0.6,101,2018,0,79,18,5,619,0,0,19907,0,16886,0,833,0,1418,0,0,3589,0,0,0,9900,0,0,4204,0,41918,0,0,0,0,0,0,0,0,0,0,7116,0,0,0,0,0,0,54,78,438,2,0,0,0,1,5,1,0,1,0,0,0,5,0,0,0,0,0,0,NA
"4","101_2019","Elsewhere",0.82995951417004,37.246963562753,53.4412955465587,9.31174089068826,0,1.04048582995951,101,2019,0,79,18,5,619,0,0,19907,0,16886,0,833,0,1418,0,0,3589,0,0,0,9900,0,0,4204,0,41918,0,0,0,0,0,0,0,0,0,0,7116,0,0,0,0,0,0,54,78,438,2,0,0,0,1,5,1,0,1,0,0,0,5,0,0,0,0,0,0,NA
"5","103_2012","CBD",0,0,0,0.711743772241993,99.288256227758,0,103,2012,200,233,12,0,0,0,8820,5796,0,2757,1833,0,0,0,0,0,4277,0,0,0,0,0,0,1753,0,0,0,0,0,0,0,0,0,0,0,0,28168,0,0,0,7704,0,0,95,58,0,5,0,0,0,2,1,1,2,0,0,0,0,6,4,0,0,0,0,0,0
"6","103_2015","CBD",0,38.5026737967914,54.5454545454545,6.95187165775401,0,0,103,2015,200,414,3,0,638,0,22916,25341,0,2757,1912,0,0,0,0,0,5227,0,0,0,8874,3060,0,1900,0,37868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,0,0,125,129,180,7,0,0,0,1,1,1,2,1,0,0,0,10,5,0,2,0,0,0,NA
"7","103_2018","CBD",0,0,0,0,100,0.302734375,103,2018,320,434,15,0,638,0,22916,25341,0,2757,1835,0,0,0,0,0,5434,0,0,0,8874,3060,0,1900,0,37868,0,631,0,0,0,0,0,0,0,0,0,0,0,0,5830,0,0,95,129,180,8,0,0,0,2,1,1,1,1,0,0,0,9,4,1,5,1,0,1,NA
"8","104_2015","CBD",0.437340153452685,48.2097186700767,47.1867007672634,4.60358056265985,0,0.374680306905371,104,2015,430,558,142,0,222,57,4763,12950,0,3581,2179,274,0,0,0,0,619,0,12849,0,2621,0,0,1396,0,18620,0,1531,0,0,0,0,435,5157,0,0,98004,0,0,0,2248,0,0,548,59,163,17,2,0,0,0,3,2,0,1,0,1,0,7,4,0,1,4,0,0,NA
"9","105_2014","CBD",0.281314168377823,38.8090349075975,59.1375770020534,2.05338809034908,0,0.414784394250513,105,2014,851,386,74,0,204,0,2945,15387,0,38124,1962,0,0,0,0,0,7265,0,0,0,10345,0,0,554,0,13475,0,2683,0,0,0,0,0,0,0,0,5421,0,0,0,6677,0,0,0,213,150,8,1,0,0,0,4,0,0,1,1,0,0,0,3,1,2,5,2,0,NA
"10","105_2018","CBD",0.172786177105832,31.5334773218143,68.4665226781858,0,0,0.291576673866091,105,2018,486,459,0,0,698,0,0,23321,0,29140,1884,0,0,0,0,0,17403,0,0,0,14734,0,0,461,0,44031,0,3052,0,0,0,0,0,0,0,0,71544,0,0,0,996,0,0,0,199,274,9,1,0,1,0,4,0,0,1,0,0,0,0,4,1,3,5,1,0,NA
"11","11_2016","CBD",0,62.5,37.5,0,0,0.710526315789474,11,2016,1211,590,36,0,659,0,20138,16159,0,0,5728,0,0,0,0,0,10626,0,0,0,6783,0,0,945,0,39850,0,969,0,0,0,0,1040,0,0,0,0,0,1514,0,6045,0,0,99,72,238,16,7,0,0,2,1,1,4,3,2,1,0,7,14,0,2,1,1,1,NA
"12","1103_2012","Docklands",0.53525641025641,22.1153846153846,77.8846153846154,0,0,0,1103,2012,900,4069,283,0,447,0,7388,130334,0,0,37885,0,0,0,0,0,26387,0,176135,0,28616,0,0,12014,0,36401,0,2356,0,0,74298,0,0,0,0,0,49976,0,0,0,222,0,4621,2500,297,448,24,3,0,7,2,1,0,1,1,3,0,0,4,2,0,3,5,0,0,NA
"13","1106_2020","Docklands",0,34.0689655172414,64.2758620689655,1.6551724137931,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365
"14","1108_2012","Docklands",0.266149870801034,32.2997416020672,50.6459948320413,17.0542635658915,0,0.0749354005167959,1108,2012,690,2467,1256,0,430,0,0,86674,0,7998,7593,10534,345,0,0,0,191057,30350,11558,0,49986,0,0,76756,0,47615,0,5421,0,0,0,35560,6953,0,0,0,82694,0,1504,35808,2808,0,0,520,1436,426,34,5,0,8,2,2,2,7,5,2,2,0,9,2,1,4,6,4,1,22
"15","1108_2013","Docklands",6.6875,29.1666666666667,70.8333333333333,0,0,0,1108,2013,690,2467,1256,0,430,0,0,86674,0,7998,7593,10534,345,0,0,0,191057,30350,11558,0,49986,0,0,76756,0,47615,0,5421,0,0,0,35560,6953,0,0,0,82694,0,1504,35808,2808,0,0,520,1436,426,34,5,0,8,2,2,2,7,5,2,2,0,9,2,1,4,6,4,1,0
"16","1108_2015","Docklands",1.66379310344828,15.5172413793103,65.948275862069,18.5344827586207,0,1.27155172413793,1108,2015,690,3625,1360,0,913,0,0,130654,0,3248,12191,10534,715,0,0,0,202239,0,26248,0,78091,0,0,78168,0,80104,0,6353,0,0,0,57140,4036,0,0,0,8320,0,0,7209,23355,0,0,673,1722,925,45,5,0,7,4,1,2,7,4,2,5,0,12,12,1,6,8,4,1,NA
"17","1108_2016","Docklands",0.619377162629758,48.961937716263,46.0207612456747,5.01730103806228,0,0.406574394463668,1108,2016,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2,0
"18","1108_2017","Docklands",0.702602230483271,39.5910780669145,54.6468401486989,5.76208178438662,0,0.286245353159851,1108,2017,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2,NA
"19","1108_2018","Docklands",1.1328125,17.1875,75,7.8125,0,1.21875,1108,2018,750,4324,1602,6,2799,0,0,174876,5888,2968,14972,11911,1081,1524,0,0,209389,23216,26248,0,124922,0,0,56832,0,228584,0,6046,0,0,0,61807,4364,0,0,0,69170,0,0,0,12185,0,512,673,1340,2424,60,12,0,12,3,1,2,15,11,4,7,0,18,54,4,15,12,4,2,NA
"20","1109_2017","Docklands",0.81199538638985,55.9400230680507,38.638985005767,5.42099192618224,0,0.677047289504037,1109,2017,1380,3225,810,40,1935,0,11132,72270,0,0,10219,0,0,12767,0,0,17883,0,9912,0,50671,0,0,2956,0,161525,0,3117,0,0,0,27072,244,0,0,0,0,0,0,62703,7618,0,316,512,108,2309,35,12,0,5,5,4,1,10,5,2,0,1,14,44,2,20,17,12,14,NA
"21","1109_2018","Docklands",0.533898305084746,22.0338983050847,57.6271186440678,20.3389830508475,0,0.355932203389831,1109,2018,1380,2668,665,40,2403,0,28180,98238,0,622,8168,0,0,12767,0,0,20036,0,9912,0,70624,0,0,3327,0,196603,0,2427,0,0,0,25878,0,0,0,0,48102,0,0,58090,8750,0,0,423,108,3013,35,11,1,5,6,4,1,12,5,6,2,0,17,55,3,21,11,12,12,NA
"22","1109_2019","Docklands",0.405714285714286,68.8571428571429,31.1428571428571,0,0,0,1109,2019,1380,2668,665,40,2403,0,28180,98238,0,622,8168,0,0,12767,0,0,20036,0,9912,0,70624,0,0,3327,0,196603,0,2427,0,0,0,25878,0,0,0,0,48102,0,0,58090,8750,0,0,423,108,3013,35,11,1,5,6,4,1,12,5,6,2,0,17,55,3,21,11,12,12,NA
"23","111_2017","Elsewhere",0.461187214611872,35.1598173515982,60.7305936073059,4.10958904109589,0,0,111,2017,0,30,0,15,19,0,1667,2000,1295,0,0,0,0,3235,0,0,3924,0,0,0,1242,0,0,3525,0,3089,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,1862,0,0,0,60,22,1,2,0,1,1,2,0,1,0,0,0,0,2,2,1,1,2,1,1,NA
"24","115_2012","CBD",0.36768149882904,15.9250585480094,71.8969555035129,12.1779859484778,0,0,115,2012,355,613,126,0,520,0,16274,26397,0,3200,4532,0,0,0,0,0,27709,0,13546,0,32475,0,0,1487,0,43680,0,3909,0,0,0,0,441,0,0,0,0,0,0,0,0,0,1613,457,939,0,10,2,0,1,2,3,0,0,1,2,0,0,2,3,0,4,7,1,0,NA
"25","115_2017","CBD",0.262057877813505,17.6848874598071,78.4565916398714,3.85852090032154,0,0.422829581993569,115,2017,355,476,70,0,1579,0,14461,47821,0,2696,6379,2694,0,0,0,0,17699,0,10159,0,43980,0,0,1125,0,122908,5213,3656,0,0,0,0,0,0,0,0,35943,0,0,0,13552,0,0,360,1102,294,8,1,0,2,4,3,0,0,0,1,0,0,3,1,0,5,5,2,0,NA
"26","13_2020","CBD",0.5,0,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","16_2013","CBD",0,0,0,100,0,0,16,2013,2010,396,47,0,69,0,3059,13320,0,5136,5122,0,691,0,0,0,13903,0,30194,0,462,0,2198,1723,0,8082,0,3001,873,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,1077,42,10,16,6,0,5,1,3,0,1,1,1,0,0,6,21,0,3,9,0,2,NA
"28","17_2014","CBD",0,43.3179723502304,47.926267281106,8.75576036866359,0,0,17,2014,2538,1817,93,0,109,0,5753,20967,0,1292,6119,0,0,0,0,0,23975,0,22337,0,10063,0,0,1273,0,8769,0,2130,0,0,0,0,1358,0,0,0,1862,0,1478,0,12874,0,0,1104,180,12,29,3,0,3,0,3,0,8,0,1,2,0,4,38,1,3,8,0,1,NA
"29","201_2012","Elsewhere",0,37.7551020408163,58.1632653061224,4.08163265306122,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"30","201_2015","Elsewhere",0.96078431372549,25.4901960784314,54.9019607843137,19.6078431372549,0,0.303921568627451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","202_2017","Elsewhere",0,0,0,0,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","203_2007","Elsewhere",0,0,0,0,100,0,203,2007,0,73,0,54,12,16,0,442,0,0,0,0,0,7235,0,0,0,0,0,0,0,0,0,2924,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,NA
"33","203_2010","Elsewhere",0,0,0,0,100,0,203,2010,0,75,0,51,12,17,0,463,0,0,0,0,0,6580,0,0,0,0,0,0,0,0,0,2924,0,932,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,NA
"34","203_2011","Elsewhere",0,0,0,0,100,0,203,2011,0,75,0,51,12,17,0,463,0,0,0,0,0,6580,0,0,0,0,0,0,0,0,0,2924,0,932,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,NA
"35","204_2007","Elsewhere",0,0,0,0,100,0,204,2007,239,70,0,11,6,554,0,14872,0,7343,0,0,0,2196,0,0,0,0,0,0,20004,0,0,4602,0,0,0,0,0,0,0,0,0,23380,0,0,0,0,0,0,0,0,0,715,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
"36","205_2003","Elsewhere",0,0,0,0,100,0,205,2003,0,85,43,0,0,84,0,2796,0,0,0,0,51890,0,0,0,8909,0,0,0,29220,0,0,7055,0,0,0,394,0,0,0,0,0,8020,0,0,0,0,0,0,5107,0,0,0,469,0,2,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,2,0,0,NA
"37","212_2014","Elsewhere",0,39.2857142857143,58.9285714285714,1.78571428571429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
"38","212_2017","Elsewhere",0.974358974358974,33.3333333333333,56.4102564102564,10.2564102564103,0,0.205128205128205,212,2017,0,78,38,2,1030,693,0,38118,0,0,0,0,0,0,9016,0,1820,0,0,0,10334,0,0,33662,0,73135,0,0,0,0,0,0,0,29735,0,0,4800,0,0,0,447,0,0,0,10,780,3,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,NA
"39","215_2010","Elsewhere",0,0,0,0,100,0,215,2010,50,158,4,23,66,8,309,1991,0,0,663,0,0,3485,0,0,527,0,0,0,0,0,0,1227,0,5039,0,1267,0,0,0,0,0,417,0,0,0,0,0,0,516,0,0,0,10,41,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,6,1,0,NA
"40","224_2018","Elsewhere",0,0,0,100,0,0,224,2018,0,50,4,58,71,12,0,2237,0,0,0,0,449,8349,0,0,1687,0,0,0,1855,0,0,3916,0,6660,0,1333,0,0,0,0,0,338,0,0,2710,0,0,0,848,0,0,0,16,111,2,0,0,0,0,0,0,0,5,0,6,0,2,4,0,2,3,0,0,NA
"41","225_2015","Elsewhere",0,0,100,0,0,0.307692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","23_2020","CBD",1.864,26,58,16,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","233_2014","Elsewhere",0,37.0689655172414,48.2758620689655,14.6551724137931,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","233_2019","Elsewhere",0.91304347826087,31.8840579710145,52.1739130434783,15.9420289855072,0,0.478260869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2381_2013","Elsewhere",0,61.1111111111111,38.8888888888889,0,0,0,2381,2013,0,37,0,0,76,0,0,4064,0,0,0,0,0,0,0,0,3100,0,0,0,9898,0,0,0,0,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411,0,0,0,215,109,1,1,0,0,1,2,1,0,2,0,1,0,4,8,0,0,0,2,1,NA
"46","2384_2016","Elsewhere",0.811111111111111,87.7777777777778,12.2222222222222,0,0,0.0444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","239_2006","Elsewhere",0,0,0,0,100,0,239,2006,0,144,25,3,2,70,3186,4589,0,4136,0,0,3228,373,0,0,4111,0,0,0,1281,0,0,5822,0,0,0,0,0,0,0,0,839,1882,0,0,0,0,0,0,0,0,0,70,136,6,4,2,0,0,0,1,1,2,14,1,0,0,4,3,0,0,1,0,1,NA
"48","242_2009","Elsewhere",0,0,0,0,100,0,242,2009,0,240,80,0,1,0,0,2656,0,23367,2246,0,0,0,0,0,2775,0,0,0,3483,0,0,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,188,0,3,1,0,0,0,9,0,1,1,1,0,0,0,6,0,1,0,0,0,NA
"49","245_2002","Elsewhere",0,0,0,0,100,0,245,2002,0,156,6,1,178,0,0,2609,0,528,0,0,0,0,0,0,4544,0,0,0,3493,0,0,3146,0,20090,0,1730,0,0,0,0,0,0,0,0,0,0,1688,0,1633,0,0,0,51,67,2,6,0,1,1,3,0,1,1,1,1,0,2,10,0,0,3,0,2,0
"50","252_2018","Elsewhere",0,0,0,0,100,1.6,252,2018,200,1309,385,18,128,0,2592,3494,0,0,4603,0,835,4592,0,0,3115,0,0,0,0,0,0,5445,0,8875,0,842,0,0,0,0,548,0,0,0,756,0,0,0,1303,0,0,0,90,130,19,0,0,0,2,0,1,2,4,0,1,0,5,4,0,1,5,0,1,NA
"51","2525_2014","Elsewhere",0,65.3846153846154,34.6153846153846,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2530_2013","Elsewhere",0.883333333333333,70,30,0,0,0.333333333333333,2530,2013,490,85,81,17,110,0,0,2648,0,0,0,0,0,1993,0,0,0,0,0,0,2878,0,0,3130,0,4451,0,0,0,0,0,0,0,0,0,0,4446,0,0,0,0,0,0,0,2,104,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"53","2535_2011","Elsewhere",0,44.4444444444444,55.5555555555556,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","254_2017","Elsewhere",0.648148148148148,75.9259259259259,24.0740740740741,0,0,0.740740740740741,254,2017,0,491,238,18,107,0,0,3455,0,0,2017,0,0,2800,0,0,7669,0,2179,0,3405,0,0,0,0,7579,0,906,0,0,0,0,831,0,0,0,2548,0,0,0,995,0,0,73,52,80,11,2,0,0,2,2,0,1,3,2,0,0,4,5,0,1,1,1,0,NA
"55","2544_2016","Elsewhere",0,100,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2544_2019","Elsewhere",1.4,0,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","255_2005","Elsewhere",0,0,0,0,100,0,255,2005,450,257,20,19,182,201,0,5548,0,0,1598,0,0,3344,0,0,11767,0,0,0,5800,0,0,1179,0,10140,0,2305,0,0,0,0,0,5770,0,0,0,0,0,0,0,0,3452,0,192,88,4,2,0,0,1,0,0,3,3,0,2,0,7,10,0,1,4,0,1,NA
"58","255_2009","Elsewhere",0,0,0,0,100,0,255,2009,154,157,30,20,185,420,0,8404,0,2166,1059,0,0,3244,0,0,10956,0,0,0,5775,0,0,1179,0,10332,0,1422,0,0,0,0,0,11057,0,0,0,0,0,0,0,0,2978,0,295,51,5,1,0,0,2,1,0,2,4,0,5,0,6,8,1,1,3,0,1,NA
"59","255_2014","Elsewhere",0,77.9661016949153,21.1864406779661,0.847457627118644,0,0.338983050847458,255,2014,154,157,46,21,190,412,0,10334,0,2166,1059,0,2222,2851,0,0,8580,0,0,0,5037,0,0,931,0,11011,0,1659,0,0,0,0,0,13590,0,0,10122,0,0,0,1104,0,0,0,271,49,5,0,0,0,0,1,0,2,3,0,1,0,5,7,1,1,4,0,1,NA
"60","256_2013","Elsewhere",0.619047619047619,78.5714285714286,19.047619047619,2.38095238095238,0,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","256_2018","Elsewhere",0,0,0,0,100,0.0947712418300654,256,2018,0,191,25,0,51,21,5739,4865,0,0,413,0,0,325,0,0,3228,0,0,0,3025,0,0,1411,0,3483,0,0,0,0,0,0,0,1811,0,0,16400,0,0,0,6506,0,0,0,137,2,7,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,NA
"62","257_2003","Elsewhere",0,0,0,0,100,0,257,2003,0,140,8,9,29,39,0,4763,0,9135,0,0,0,1491,0,0,6665,0,0,0,3356,0,0,3865,0,3324,0,2278,0,0,0,0,0,900,0,0,0,0,0,0,6025,0,0,0,95,25,2,0,0,0,0,1,2,1,2,0,3,0,3,3,0,0,0,1,0,NA
"63","257_2005","Elsewhere",0,0,0,0,100,0,257,2005,0,176,23,10,31,122,0,4546,0,11251,0,0,0,1869,0,0,7003,0,0,0,3958,0,0,3116,0,3522,0,390,0,0,0,0,0,2303,0,0,2505,0,0,0,7107,0,0,0,127,47,3,0,0,0,0,1,2,0,2,0,3,0,1,3,0,0,1,1,1,NA
"64","257_2006","Elsewhere",0,0,0,0,100,0,257,2006,0,176,23,10,31,122,0,4268,0,11251,0,0,0,1869,0,0,7003,0,0,0,3958,0,0,3290,0,2690,0,390,0,0,0,0,0,2303,0,0,2505,0,0,0,7107,0,0,0,127,47,3,0,0,0,0,1,2,0,2,0,3,0,1,3,0,0,1,1,1,NA
"65","257_2015","Elsewhere",0.0120772946859903,0,0,0,100,0.285024154589372,257,2015,0,310,89,9,33,215,0,6437,0,12516,1013,0,0,1833,0,0,10925,0,0,0,2892,0,0,2104,0,2338,0,279,0,0,0,0,2017,4055,0,0,0,0,0,0,0,0,0,0,67,79,8,0,0,0,0,2,2,0,4,0,2,0,2,0,0,0,1,0,1,0
