"","block_year","ev_clue_small_area","dv_parking_per_dwelling","ev_percent_single_bedroom","ev_percent_two_bedrooms","ev_percent_three_bedrooms","ev_percent_student_accommodation","ev_bike_per_dwelling","block_id","census_year","bar_pub_patron_limit","cafe_restaurant_seats_indoor","cafe_restaurant_seats_outdoor","dwelling_house_townhouse","dwelling_residential_apartments","dwelling_student_apartments","m2_commercial_accommodation","m2_common_area","m2_community_use","m2_educational_research","m2_entertainment_recreation_indoor","m2_equipment_installation","m2_hospital_clinic","m2_house_townhouse","m2_institutional_accommodation","m2_manufacturing","m2_office","m2_park_reserve","m2_parking_commercial_covered","m2_parking_commercial_uncovered","m2_parking_private_covered","m2_parking_private_uncovered","m2_performances_conferences_ceremonies","m2_private_outdoor_space","m2_public_display_area","m2_residential_apartment","m2_retail_cars","m2_retail_shop","m2_retail_showroom","m2_retail_stall","m2_sports_and_recreation_outdoor","m2_square_promenade","m2_storage","m2_student_accommodation","m2_transport","m2_transport_storage_uncovered","m2_unoccupied_under_construction","m2_unoccupied_under_demolition_condemned","m2_unoccupied_under_renovation","m2_unoccupied_undeveloped_site","m2_unoccupied_unused","m2_wholesale","m2_workshop_studio","parking_n_commercial","parking_n_private","parking_n_residential","services_accommodation_and_food","services_administrative_and_support","services_agriculture_forestry_and_fishing","services_arts_and_recreation","services_construction","services_education_and_training","services_electricity_gas_water_and_waste","services_financial_and_insurance","services_health_care_and_social_assistance","services_information_media_and_telecommunications","services_manufacturing","services_mining","services_other","services_professional_scientific_and_technical","services_public_administration_and_safety","services_rental_hiring_and_real_estate","services_retail_trade","services_transport_postal_and_warehousing","services_wholesale_trade","ev_non_residential_bays"
"581","28_2005",NA,NA,NA,NA,NA,NA,NA,28,2005,0,1207,41,0,33,0,15753,59707,0,0,11615,10785,3310,0,0,0,113689,0,24157,0,3760,0,0,3610,0,6264,0,3240,0,65,0,0,1806,0,0,0,0,0,0,0,7882,0,177,672,94,20,13,9,0,1,1,1,1,17,34,4,4,1,12,24,14,2,28,1,0,NA
"582","28_2006",NA,NA,NA,NA,NA,NA,NA,28,2006,0,1387,130,0,33,0,15450,63432,0,0,11189,11944,3149,0,0,0,112122,0,29764,0,3511,0,0,3607,0,6932,0,3932,0,73,0,0,2493,0,0,0,0,0,0,0,7575,0,201,709,77,20,17,6,0,1,1,3,0,17,32,4,4,1,12,26,18,5,33,2,1,NA
"583","28_2007",NA,NA,NA,NA,NA,NA,NA,28,2007,0,1387,130,0,33,0,15450,63432,0,0,11189,11944,3149,0,0,0,112122,0,29764,0,3511,0,0,3607,0,6932,0,3932,0,73,0,0,2493,0,0,0,0,0,0,0,7575,0,201,709,77,20,17,6,0,1,1,3,0,17,32,4,4,1,12,26,18,5,33,2,1,NA
"584","28_2008",NA,NA,NA,NA,NA,NA,NA,28,2008,110,1030,305,0,33,0,15462,68261,0,0,5764,11481,3185,0,0,316,115307,0,31264,0,3387,0,0,3607,0,6961,0,4046,0,218,0,0,0,0,0,0,0,0,0,0,6361,0,241,696,78,20,17,6,0,2,0,1,0,15,29,5,6,1,11,28,20,5,31,2,0,NA
"585","28_2009",NA,NA,NA,NA,NA,NA,NA,28,2009,110,1030,305,0,33,0,15462,68261,0,0,5764,11481,3185,0,0,316,115307,0,31264,0,3387,0,0,3607,0,6961,0,4046,0,218,0,0,0,0,0,0,0,0,0,0,6361,0,241,696,78,20,17,6,0,2,0,1,0,15,29,5,6,1,11,28,20,5,31,2,0,NA
"586","28_2010",NA,NA,NA,NA,NA,NA,NA,28,2010,110,1030,305,0,33,0,15462,68261,0,0,5764,11481,3185,0,0,316,115307,0,31264,0,3387,0,0,3607,0,6961,0,4046,0,218,0,0,0,0,0,0,0,0,0,0,6361,0,241,696,78,20,17,6,0,2,0,1,0,15,29,5,6,1,11,28,20,5,31,2,0,NA
"587","28_2011",NA,NA,NA,NA,NA,NA,NA,28,2011,0,1100,156,0,33,0,18142,64323,0,0,6261,11481,2968,0,0,0,117709,0,31729,0,3383,0,0,3607,0,7202,0,4153,0,218,0,0,0,0,0,0,0,0,324,0,2270,0,141,696,77,20,16,6,0,1,1,3,0,16,27,2,3,1,10,21,22,5,33,2,0,NA
"588","28_2012",NA,NA,NA,NA,NA,NA,NA,28,2012,0,1100,156,0,33,0,18142,64323,0,0,6261,11481,2968,0,0,0,117709,0,31729,0,3383,0,0,3607,0,7202,0,4153,0,218,0,0,0,0,0,0,0,0,324,0,2270,0,141,696,77,20,16,6,0,1,1,3,0,16,27,2,3,1,10,21,22,5,33,2,0,NA
"589","28_2013",NA,NA,NA,NA,NA,NA,NA,28,2013,0,1038,150,0,33,0,18142,64305,0,0,7802,11481,3074,0,0,0,99672,0,31729,0,3383,0,0,3607,0,7228,0,4321,0,159,0,0,0,0,0,0,0,0,0,0,20889,0,417,696,77,20,22,5,0,0,1,3,0,22,29,2,2,1,9,24,13,4,34,1,0,NA
"590","28_2014",NA,NA,NA,NA,NA,NA,NA,28,2014,0,1038,150,0,33,0,18142,64305,0,0,7802,11481,3074,0,0,0,99672,0,31729,0,3383,0,0,3607,0,7228,0,4321,0,159,0,0,0,0,0,0,0,0,0,0,20889,0,417,696,77,20,22,5,0,0,1,3,0,22,29,2,2,1,9,24,13,4,34,1,0,NA
"591","28_2015",NA,NA,NA,NA,NA,NA,NA,28,2015,0,1115,150,0,33,0,18142,61966,0,0,7722,11481,3512,0,0,0,94940,0,31729,0,1932,0,0,3607,0,7282,0,4190,0,0,0,0,0,0,0,0,0,0,0,0,12385,0,0,696,52,20,25,6,0,0,5,2,0,23,29,2,1,1,10,29,6,4,28,1,1,NA
"592","28_2016",NA,NA,NA,NA,NA,NA,NA,28,2016,0,1115,150,0,33,0,18142,61966,0,0,7722,11481,3512,0,0,0,94940,0,31729,0,1932,0,0,3607,0,7282,0,4190,0,0,0,0,0,0,0,0,0,0,0,0,12385,0,0,696,52,20,25,6,0,0,5,2,0,23,29,2,1,1,10,29,6,4,28,1,1,NA
"593","28_2018",NA,NA,NA,NA,NA,NA,NA,28,2018,0,1091,170,0,37,0,18142,61949,0,0,7722,11943,3343,0,0,0,96056,0,31729,0,1932,0,0,3607,0,7194,0,3797,0,159,0,0,0,0,0,0,50850,0,6475,0,3925,0,0,696,52,20,26,7,0,1,3,1,0,31,27,3,0,1,11,28,6,5,28,1,2,NA
"594","28_2019",NA,NA,NA,NA,NA,NA,NA,28,2019,0,1197,92,0,279,0,18142,77485,0,0,7907,12603,3833,0,0,0,80462,0,31729,0,9070,0,0,3607,0,39098,0,3856,0,0,0,0,0,0,0,0,0,0,16302,0,8972,0,0,696,52,335,29,8,0,0,3,1,0,30,28,1,3,1,11,31,11,5,24,1,2,NA
"595","31_2002",NA,NA,NA,NA,NA,NA,NA,31,2002,0,438,34,0,227,0,0,18118,0,3778,5320,0,0,0,0,0,51194,0,0,0,10956,0,0,1138,0,13637,0,3124,0,0,0,0,9686,0,0,0,0,0,7804,0,5485,0,0,300,148,210,7,2,0,1,0,0,0,7,2,3,3,0,7,3,3,0,2,2,2,0
"596","31_2003",NA,NA,NA,NA,NA,NA,NA,31,2003,0,438,34,0,227,0,0,18118,0,3778,5320,0,0,0,0,0,51194,0,0,0,10956,0,0,1138,0,13637,0,3124,0,0,0,0,9686,0,0,0,0,0,7804,0,5485,0,0,300,148,210,7,2,0,1,0,0,0,7,2,3,3,0,7,3,3,0,2,2,2,0
"597","31_2004",NA,NA,NA,NA,NA,NA,NA,31,2004,80,727,81,0,237,0,0,20088,0,3778,8463,1668,0,0,0,0,50962,0,0,0,12888,0,0,0,0,13637,0,3391,0,0,0,0,10692,0,0,0,0,0,1299,0,3618,0,0,300,191,210,15,3,0,2,0,0,0,8,2,3,2,0,6,2,3,0,6,2,3,NA
"598","31_2005",NA,NA,NA,NA,NA,NA,NA,31,2005,80,727,81,0,237,0,0,20088,0,3778,8463,1668,0,0,0,0,50962,0,0,0,12888,0,0,0,0,13637,0,3391,0,0,0,0,10692,0,0,0,0,0,1299,0,3618,0,0,300,191,210,15,3,0,2,0,0,0,8,2,3,2,0,6,2,3,0,6,2,3,NA
"599","31_2006",NA,NA,NA,NA,NA,NA,NA,31,2006,80,311,68,0,238,0,0,21035,0,3817,4737,1798,0,0,0,0,41279,0,0,0,12310,0,0,0,0,13637,0,5360,0,0,0,0,10466,0,0,0,0,0,13711,0,3973,0,0,300,193,210,24,4,0,1,0,0,0,8,3,3,1,0,10,5,0,1,7,2,3,NA
"600","31_2007",NA,NA,NA,NA,NA,NA,NA,31,2007,80,311,68,0,238,0,0,21035,0,3817,4737,1798,0,0,0,0,41279,0,0,0,12310,0,0,0,0,13637,0,5360,0,0,0,0,10466,0,0,0,0,0,13711,0,3973,0,0,300,193,210,24,4,0,1,0,0,0,8,3,3,1,0,10,5,0,1,7,2,3,NA
"601","31_2008",NA,NA,NA,NA,NA,NA,NA,31,2008,80,381,94,0,234,0,0,22570,0,5789,5001,1478,0,0,0,0,54009,0,0,0,11754,0,0,824,0,13935,0,5436,0,0,0,0,10489,0,0,0,0,0,0,0,4111,0,0,300,218,211,27,8,0,1,0,0,1,9,6,3,1,1,12,7,2,2,7,1,3,NA
"602","31_2009",NA,NA,NA,NA,NA,NA,NA,31,2009,80,381,94,0,234,0,0,22570,0,5789,5001,1478,0,0,0,0,54009,0,0,0,11754,0,0,824,0,13935,0,5436,0,0,0,0,10489,0,0,0,0,0,0,0,4111,0,0,300,218,211,27,8,0,1,0,0,1,9,6,3,1,1,12,7,2,2,7,1,3,NA
"603","31_2010",NA,NA,NA,NA,NA,NA,NA,31,2010,80,426,119,0,233,0,0,25099,0,6012,5837,1478,0,0,0,0,50677,0,4147,0,9282,0,0,0,0,13990,0,6309,0,0,0,0,9292,0,0,0,0,0,2145,0,3556,0,0,353,167,210,29,6,0,2,0,0,2,10,4,1,1,1,10,7,2,1,9,2,3,NA
"604","31_2011",NA,NA,NA,NA,NA,NA,NA,31,2011,80,426,119,0,233,0,0,25099,0,6012,5837,1478,0,0,0,0,50677,0,4147,0,9282,0,0,0,0,13990,0,6309,0,0,0,0,9292,0,0,0,0,0,2145,0,3556,0,0,353,167,210,29,6,0,2,0,0,2,10,4,1,1,1,10,7,2,1,9,2,3,NA
"605","31_2012",NA,NA,NA,NA,NA,NA,NA,31,2012,80,426,119,0,233,0,0,25099,0,6012,5837,1478,0,0,0,0,50677,0,4147,0,9282,0,0,0,0,13990,0,6309,0,0,0,0,9292,0,0,0,0,0,2145,0,3556,0,0,353,167,210,29,6,0,2,0,0,2,10,4,1,1,1,10,7,2,1,9,2,3,NA
"606","31_2013",NA,NA,NA,NA,NA,NA,NA,31,2013,80,460,108,0,254,0,0,24231,0,7852,5754,1478,303,0,0,0,41204,0,4147,0,9682,0,0,824,0,13990,0,5658,0,0,0,0,6277,0,0,0,3603,0,5102,0,7862,0,0,355,163,210,29,3,0,2,1,1,1,9,5,1,2,0,8,9,1,1,9,2,2,NA
"607","31_2014",NA,NA,NA,NA,NA,NA,NA,31,2014,80,460,108,0,254,0,0,24245,0,7852,5754,1478,303,0,0,0,25517,0,4147,0,9682,0,0,824,0,13990,0,5658,0,0,0,0,6277,0,0,0,3603,0,5228,0,23549,0,0,355,163,210,29,3,0,2,1,1,1,8,5,1,2,0,8,9,1,1,9,2,2,0
"608","31_2015",NA,NA,NA,NA,NA,NA,NA,31,2015,80,511,114,0,558,0,0,31841,0,11057,5788,2043,303,0,0,0,29466,0,4147,0,19804,0,0,824,0,39405,0,5569,0,0,0,0,6084,2145,0,0,24180,0,12854,0,6060,0,0,355,163,417,30,2,0,2,1,4,1,7,5,1,2,0,10,15,1,0,10,2,0,266
"609","31_2016",NA,NA,NA,NA,NA,NA,NA,31,2016,80,511,114,0,558,0,0,31841,0,11057,5788,2043,303,0,0,0,16903,0,4147,0,19804,0,0,824,0,39405,0,5569,0,0,0,0,6084,2145,0,0,24180,0,12854,0,18624,0,0,355,163,417,30,2,0,2,1,4,0,7,5,1,2,0,10,15,1,0,10,2,0,NA
"610","31_2017",NA,NA,NA,NA,NA,NA,NA,31,2017,0,501,104,0,901,0,0,37610,0,25159,5771,2063,303,0,0,0,24174,0,4147,0,19821,0,0,824,0,64243,0,4707,0,0,0,0,6084,2145,0,0,0,0,1546,0,8553,0,0,355,163,437,27,3,0,2,1,9,1,7,5,2,1,0,11,16,1,0,11,2,1,NA
"611","31_2018",NA,NA,NA,NA,NA,NA,NA,31,2018,0,501,104,0,901,0,0,37610,0,23319,5771,2063,303,0,0,0,24174,0,4147,0,19821,0,0,824,0,64243,0,4707,0,0,0,0,6084,2145,0,0,0,0,1546,0,10394,0,0,355,163,437,27,3,0,2,1,8,1,7,5,2,1,0,11,16,1,0,11,2,1,NA
"612","31_2019",NA,NA,NA,NA,NA,NA,NA,31,2019,0,530,120,0,668,0,17276,37179,0,24770,4299,2063,851,0,0,0,16435,0,4147,0,18607,0,0,0,0,45888,0,3500,0,0,0,0,6084,2278,0,0,0,0,8296,0,9149,0,0,355,135,437,25,3,0,1,3,7,1,5,6,1,1,0,10,17,0,1,10,2,1,NA
"613","32_2002",NA,NA,NA,NA,NA,NA,NA,32,2002,250,493,52,0,74,0,0,40560,0,0,1566,6558,211,0,0,0,124935,0,3271,0,24015,0,0,2173,0,6000,0,1637,0,0,0,0,0,0,0,0,0,0,0,0,29115,0,0,215,528,15,6,24,0,0,0,3,4,45,6,9,3,4,16,55,3,3,6,8,2,NA
"614","32_2003",NA,NA,NA,NA,NA,NA,NA,32,2003,250,493,52,0,74,0,0,40560,0,0,1566,6558,211,0,0,0,124935,0,3271,0,24015,0,0,2173,0,6000,0,1637,0,0,0,0,0,0,0,0,0,0,0,0,29115,0,0,215,528,15,6,24,0,0,0,3,4,45,6,9,3,4,16,55,3,3,6,8,2,NA
"615","32_2004",NA,NA,NA,NA,NA,NA,NA,32,2004,250,558,52,0,74,0,0,42996,0,0,2086,6493,558,0,0,0,114514,0,3684,0,23804,0,0,2173,0,6000,0,1248,0,0,0,0,2075,0,0,0,0,0,17163,0,18127,0,0,240,523,15,9,17,0,0,1,3,3,36,8,3,5,5,10,51,3,2,6,9,1,NA
"616","32_2005",NA,NA,NA,NA,NA,NA,NA,32,2005,250,558,52,0,74,0,0,42996,0,0,2086,6493,558,0,0,0,114514,0,3684,0,23804,0,0,2173,0,6000,0,1248,0,0,0,0,2075,0,0,0,0,0,17163,0,18127,0,0,240,523,15,9,17,0,0,1,3,3,36,8,3,5,5,10,51,3,2,6,9,1,0
"617","32_2006",NA,NA,NA,NA,NA,NA,NA,32,2006,200,409,84,0,103,0,10704,45514,0,0,1372,6553,758,0,0,0,103750,0,3363,0,23612,0,0,2376,0,6106,0,3346,0,0,0,0,2300,0,0,0,0,0,0,0,33832,0,0,240,508,15,14,30,0,0,1,3,2,35,5,8,2,5,11,65,3,5,8,7,1,NA
"618","32_2007",NA,NA,NA,NA,NA,NA,NA,32,2007,200,409,84,0,103,0,10704,45514,0,0,1372,6553,758,0,0,0,103750,0,3363,0,23612,0,0,2376,0,6106,0,3346,0,0,0,0,2300,0,0,0,0,0,0,0,33832,0,0,240,508,15,14,30,0,0,1,3,2,35,5,8,2,5,11,65,3,5,8,7,1,NA
"619","32_2008",NA,NA,NA,NA,NA,NA,NA,32,2008,0,436,84,0,103,0,10704,47294,0,0,1136,6551,688,0,0,0,120833,0,0,0,24972,0,0,2376,0,6009,0,2917,0,0,0,0,1244,0,0,0,0,0,7083,0,12350,0,0,0,774,14,17,36,0,1,1,3,3,45,11,3,2,3,14,108,5,8,9,7,2,NA
"620","32_2009",NA,NA,NA,NA,NA,NA,NA,32,2009,0,436,84,0,103,0,10704,47294,0,0,1136,6551,688,0,0,0,120833,0,0,0,24972,0,0,2376,0,6009,0,2917,0,0,0,0,1244,0,0,0,0,0,7083,0,12350,0,0,0,774,14,17,36,0,1,1,3,3,45,11,3,2,3,14,108,5,8,9,7,2,NA
"621","32_2010",NA,NA,NA,NA,NA,NA,NA,32,2010,80,796,146,0,73,0,10704,47704,0,0,1411,6649,865,0,0,0,97685,0,0,0,23337,0,0,2376,0,6009,0,2196,0,0,0,0,1192,0,0,0,0,0,1084,0,39117,0,0,51,605,14,22,23,0,0,2,3,1,35,5,4,1,5,8,69,3,6,9,4,3,NA
"622","32_2011",NA,NA,NA,NA,NA,NA,NA,32,2011,80,796,146,0,73,0,10704,47704,0,0,1411,6649,865,0,0,0,97685,0,0,0,23337,0,0,2376,0,6009,0,2196,0,0,0,0,1192,0,0,0,0,0,1084,0,39117,0,0,51,605,14,22,23,0,0,2,3,1,35,5,4,1,5,8,69,3,6,9,4,3,NA
"623","32_2012",NA,NA,NA,NA,NA,NA,NA,32,2012,80,796,146,0,73,0,10704,47704,0,0,1411,6649,865,0,0,0,97685,0,0,0,23337,0,0,2376,0,6009,0,2196,0,0,0,0,1192,0,0,0,0,0,1084,0,39117,0,0,51,605,14,22,23,0,0,2,3,1,35,5,4,1,5,8,69,3,6,9,4,3,NA
"624","32_2013",NA,NA,NA,NA,NA,NA,NA,32,2013,80,843,285,0,102,0,8697,47713,0,0,1682,6578,653,0,0,0,107460,0,0,0,23337,0,2436,2376,0,8016,0,2885,0,0,0,0,0,0,0,0,0,0,18174,0,11591,0,0,51,605,14,25,24,0,0,4,2,3,42,4,3,3,10,12,84,4,2,8,5,2,NA
"625","32_2014",NA,NA,NA,NA,NA,NA,NA,32,2014,80,843,285,0,102,0,8697,47713,0,0,1682,6578,653,0,0,0,107460,0,0,0,23337,0,2436,2376,0,8016,0,2885,0,0,0,0,0,0,0,0,0,0,18174,0,11591,0,0,51,605,14,25,24,0,0,4,2,3,42,4,3,3,10,12,84,4,2,8,5,2,NA
"626","32_2015",NA,NA,NA,NA,NA,NA,NA,32,2015,80,925,245,0,94,0,9366,47546,0,0,1563,6578,653,0,0,0,118441,0,0,0,25478,0,2436,2192,0,7347,0,3069,0,118,0,0,0,0,0,0,0,0,1712,0,17661,0,0,0,656,14,24,20,1,0,2,3,3,35,7,3,4,8,13,85,5,6,5,4,2,NA
"627","32_2016",NA,NA,NA,NA,NA,NA,NA,32,2016,80,925,245,0,94,0,9366,47546,0,0,1563,6578,653,0,0,0,118441,0,0,0,25478,0,2436,2192,0,7347,0,3069,0,118,0,0,0,0,0,0,0,0,1712,0,17661,0,0,0,656,14,24,20,1,0,2,3,3,35,7,3,4,8,13,85,5,6,5,4,2,NA
"628","32_2017",NA,NA,NA,NA,NA,NA,NA,32,2017,0,1075,233,0,94,0,9366,47819,0,0,2154,6578,653,0,0,0,119992,0,0,0,25478,0,2436,2192,0,7347,0,2399,0,118,0,0,0,0,0,0,0,0,3755,0,14022,0,0,0,656,14,29,21,0,0,2,3,4,33,8,5,2,7,18,89,8,4,7,5,1,NA
"629","32_2018",NA,NA,NA,NA,NA,NA,NA,32,2018,0,1075,233,0,94,0,9366,47819,0,0,2154,6578,653,0,0,0,118165,0,0,0,25478,0,2436,2192,0,7347,0,2399,0,118,0,0,0,0,0,0,0,0,3755,0,15849,0,0,0,656,14,29,20,0,0,2,3,4,33,8,5,2,7,18,89,8,4,7,5,1,NA
"630","33_2002",NA,NA,NA,NA,NA,NA,NA,33,2002,370,1468,137,0,233,0,9121,28371,0,0,9074,1877,387,0,0,0,61638,0,0,0,7094,0,0,1173,0,16697,0,3396,0,0,0,0,1282,0,0,0,0,0,5288,0,9814,0,0,0,163,24,30,42,0,0,6,5,0,57,5,4,0,0,11,88,2,8,11,5,4,NA
"631","33_2003",NA,NA,NA,NA,NA,NA,NA,33,2003,370,1468,137,0,233,0,9121,28371,0,0,9074,1877,387,0,0,0,61638,0,0,0,7094,0,0,1173,0,16697,0,3396,0,0,0,0,1282,0,0,0,0,0,5288,0,9814,0,0,0,163,24,30,42,0,0,6,5,0,57,5,4,0,0,11,88,2,8,11,5,4,NA
"632","33_2004",NA,NA,NA,NA,NA,NA,NA,33,2004,670,1547,285,0,234,0,8565,29961,0,0,8714,1897,532,0,0,0,56880,0,0,0,8798,0,0,1173,0,15270,0,4189,0,0,0,0,2719,0,0,0,0,0,0,0,14789,0,0,0,162,24,30,40,0,1,4,5,1,39,9,4,0,0,10,109,2,8,13,5,5,NA
"633","33_2005",NA,NA,NA,NA,NA,NA,NA,33,2005,670,1547,285,0,234,0,8565,29961,0,0,8714,1897,532,0,0,0,56880,0,0,0,8798,0,0,1173,0,15270,0,4189,0,0,0,0,2719,0,0,0,0,0,0,0,14789,0,0,0,162,24,30,40,0,1,4,5,1,39,9,4,0,0,10,109,2,8,13,5,5,NA
"634","33_2006",NA,NA,NA,NA,NA,NA,NA,33,2006,837,1709,287,0,231,0,8602,30207,0,0,8756,1897,1112,0,0,0,54465,0,0,0,9901,0,3776,1060,0,16996,0,5284,0,0,0,0,2810,0,0,0,0,0,1138,0,12107,0,0,0,162,24,32,38,0,1,2,6,1,50,14,4,2,1,11,103,3,8,15,5,3,NA
"635","33_2007",NA,NA,NA,NA,NA,NA,NA,33,2007,837,1709,287,0,231,0,8602,30207,0,0,8756,1897,1112,0,0,0,54465,0,0,0,9901,0,3776,1060,0,16996,0,5284,0,0,0,0,2810,0,0,0,0,0,1138,0,12107,0,0,0,162,24,32,38,0,1,2,6,1,50,14,4,2,1,11,103,3,8,15,5,3,NA
"636","33_2008",NA,NA,NA,NA,NA,NA,NA,33,2008,1237,1606,243,0,233,0,9956,25166,0,4836,8289,1897,1177,0,0,0,63201,0,0,0,6988,0,4310,692,0,16223,0,3304,0,0,0,0,1764,0,0,0,0,0,4206,0,5229,0,0,0,162,24,32,39,1,1,5,15,0,45,13,5,3,3,14,124,1,7,12,6,1,0
"637","33_2009",NA,NA,NA,NA,NA,NA,NA,33,2009,1237,1606,243,0,233,0,9956,25166,0,4836,8289,1897,1177,0,0,0,63201,0,0,0,6988,0,4310,692,0,16223,0,3304,0,0,0,0,1764,0,0,0,0,0,4206,0,5229,0,0,0,162,24,32,39,1,1,5,15,0,45,13,5,3,3,14,124,1,7,12,6,1,NA
"638","33_2010",NA,NA,NA,NA,NA,NA,NA,33,2010,2169,1937,246,0,235,0,9917,26201,0,6952,9026,2127,1394,0,0,0,50435,0,0,0,6939,0,4876,692,0,16323,0,3746,0,0,0,0,1776,0,0,0,0,0,0,0,16383,0,0,0,148,24,33,33,1,0,4,10,0,35,14,5,0,1,17,91,1,7,11,4,1,NA
"639","33_2011",NA,NA,NA,NA,NA,NA,NA,33,2011,2169,1937,246,0,235,0,9917,26201,0,6952,9026,2127,1394,0,0,0,50435,0,0,0,6939,0,4876,692,0,16323,0,3746,0,0,0,0,1776,0,0,0,0,0,0,0,16383,0,0,0,148,24,33,33,1,0,4,10,0,35,14,5,0,1,17,91,1,7,11,4,1,NA
"640","33_2012",NA,NA,NA,NA,NA,NA,NA,33,2012,2169,1937,246,0,235,0,9917,26201,0,6952,9026,2127,1394,0,0,0,50435,0,0,0,6939,0,4876,692,0,16323,0,3746,0,0,0,0,1776,0,0,0,0,0,0,0,16383,0,0,0,148,24,33,33,1,0,4,10,0,35,14,5,0,1,17,91,1,7,11,4,1,0
"641","33_2013",NA,NA,NA,NA,NA,NA,NA,33,2013,2116,1779,266,0,235,0,3756,26444,0,6173,8866,2127,1460,0,0,0,52737,0,0,0,6360,0,4876,642,0,16323,0,3698,0,0,0,0,2117,0,0,0,0,0,0,0,22116,0,0,0,138,24,33,37,1,0,2,13,0,42,12,2,0,3,17,89,1,4,10,4,3,NA
"642","33_2014",NA,NA,NA,NA,NA,NA,NA,33,2014,2116,1779,266,0,235,0,3756,26444,0,6173,8866,2127,1460,0,0,0,52737,0,0,0,6360,0,4876,642,0,16323,0,3698,0,0,0,0,2117,0,0,0,0,0,0,0,22116,0,0,0,138,24,33,37,1,0,2,13,0,42,12,2,0,3,17,89,1,4,10,4,3,NA
"643","33_2015",NA,NA,NA,NA,NA,NA,NA,33,2015,2116,1830,296,0,267,0,8715,26424,0,5815,9083,2127,1513,0,0,0,53913,0,0,0,6424,0,4876,0,0,17523,0,3121,0,0,0,0,2117,0,0,0,0,0,1828,0,14109,0,0,0,138,34,37,29,1,0,4,14,0,39,14,1,0,3,20,93,1,5,8,3,2,NA
"644","33_2016",NA,NA,NA,NA,NA,NA,NA,33,2016,2116,1830,296,0,267,0,8715,26424,0,5815,9083,2127,1513,0,0,0,53913,0,0,0,6424,0,4876,0,0,17523,0,3121,0,0,0,0,2117,0,0,0,0,0,1828,0,14109,0,0,0,138,34,37,29,1,0,4,14,0,39,14,1,0,3,20,93,1,5,8,3,2,NA
"645","33_2017",NA,NA,NA,NA,NA,NA,NA,33,2017,1635,1783,292,0,267,0,8715,26221,0,5126,9418,2127,1402,0,0,0,56207,0,0,0,6424,0,4876,642,0,17523,0,3204,0,0,0,0,2165,0,0,0,0,0,5205,0,8391,0,0,0,138,34,37,21,1,2,5,14,1,30,11,2,4,1,21,103,1,6,7,3,2,NA
"646","33_2018",NA,NA,NA,NA,NA,NA,NA,33,2018,1635,1783,292,0,267,0,8715,26221,0,5126,9418,2127,1402,0,0,0,53475,0,0,0,6424,0,4876,642,0,17523,0,3204,0,0,0,0,2165,0,0,0,0,0,5205,0,11122,0,0,0,138,34,37,21,1,2,5,14,0,30,11,2,4,1,21,103,1,6,7,3,2,NA
"647","33_2019",NA,NA,NA,NA,NA,NA,NA,33,2019,2102,1786,300,0,268,0,8715,26260,0,5339,10563,2127,2265,0,0,0,55676,0,0,0,6424,0,4876,642,0,17523,0,2301,0,0,0,0,1792,0,0,0,0,0,0,0,12923,0,0,0,138,34,40,14,1,5,6,13,2,32,8,1,3,2,21,110,1,8,4,2,1,NA
"648","34_2002",NA,NA,NA,NA,NA,NA,NA,34,2002,230,619,114,0,31,0,0,55832,0,0,2515,4251,687,0,0,0,108022,0,8061,0,10139,0,0,1823,0,2211,0,4325,0,0,0,0,868,0,0,0,0,0,23945,0,24571,0,299,196,80,6,8,32,0,0,2,1,3,46,2,7,7,0,7,30,1,4,21,5,4,NA
"649","34_2003",NA,NA,NA,NA,NA,NA,NA,34,2003,230,619,114,0,31,0,0,55832,0,0,2515,4251,687,0,0,0,108022,0,8061,0,10139,0,0,1823,0,2211,0,4325,0,0,0,0,868,0,0,0,0,0,23945,0,24571,0,299,196,80,6,8,32,0,0,2,1,3,46,2,7,7,0,7,30,1,4,21,5,4,NA
"650","34_2004",NA,NA,NA,NA,NA,NA,NA,34,2004,230,686,126,0,31,0,0,57611,0,0,4067,7151,404,0,0,0,107377,0,0,0,17609,0,0,2149,0,2211,0,5128,0,0,0,0,1389,0,0,0,0,0,10932,0,29560,128,169,56,258,6,12,34,0,0,1,3,5,46,4,7,5,0,8,35,2,4,23,3,5,NA
"651","34_2005",NA,NA,NA,NA,NA,NA,NA,34,2005,0,732,228,0,31,0,0,58690,0,0,3865,8503,588,0,0,0,117906,0,0,0,17739,0,0,1227,0,2145,0,6611,0,0,0,0,1201,0,0,0,4809,0,3002,0,19476,0,852,56,258,6,15,34,0,0,2,7,2,66,8,7,6,4,6,86,3,7,26,4,2,NA
"652","34_2006",NA,NA,NA,NA,NA,NA,NA,34,2006,0,732,228,0,31,0,0,58690,0,0,3865,8503,588,0,0,0,117906,0,0,0,17739,0,0,1227,0,2145,0,6611,0,0,0,0,1201,0,0,0,4809,0,3002,0,19476,0,852,56,258,6,15,34,0,0,2,7,2,66,8,7,6,4,6,86,3,7,26,4,2,NA
"653","34_2007",NA,NA,NA,NA,NA,NA,NA,34,2007,0,752,207,0,31,0,2511,56819,0,595,3877,8464,1007,0,0,0,127577,0,0,0,17550,0,0,1227,0,2148,0,6023,0,0,0,0,1352,0,0,0,0,0,6300,0,9205,608,1068,65,261,6,20,60,0,1,1,16,0,70,10,6,14,4,24,141,4,9,28,4,12,0
