"","block_year","development_key","year_completed","clue_block","street_address","resi_dwellings","studio_dwe","one_bdrm_dwe","two_bdrm_dwe","three_bdrm_dwe","student_apartments","student_beds","student_accommodation_units","car_spaces","bike_spaces","longitude","latitude","block_id","census_year","bar_pub_patron_limit","cafe_restaurant_seats_indoor","cafe_restaurant_seats_outdoor","dwelling_house_townhouse","dwelling_residential_apartments","dwelling_student_apartments","m2_commercial_accommodation","m2_common_area","m2_community_use","m2_educational_research","m2_entertainment_recreation_indoor","m2_equipment_installation","m2_hospital_clinic","m2_house_townhouse","m2_institutional_accommodation","m2_manufacturing","m2_office","m2_park_reserve","m2_parking_commercial_covered","m2_parking_commercial_uncovered","m2_parking_private_covered","m2_parking_private_uncovered","m2_performances_conferences_ceremonies","m2_private_outdoor_space","m2_public_display_area","m2_residential_apartment","m2_retail_cars","m2_retail_shop","m2_retail_showroom","m2_retail_stall","m2_sports_and_recreation_outdoor","m2_square_promenade","m2_storage","m2_student_accommodation","m2_transport","m2_transport_storage_uncovered","m2_unoccupied_under_construction","m2_unoccupied_under_demolition_condemned","m2_unoccupied_under_renovation","m2_unoccupied_undeveloped_site","m2_unoccupied_unused","m2_wholesale","m2_workshop_studio","parking_n_commercial","parking_n_private","parking_n_residential","services_accommodation_and_food","services_administrative_and_support","services_agriculture_forestry_and_fishing","services_arts_and_recreation","services_construction","services_education_and_training","services_electricity_gas_water_and_waste","services_financial_and_insurance","services_health_care_and_social_assistance","services_information_media_and_telecommunications","services_manufacturing","services_mining","services_other","services_professional_scientific_and_technical","services_public_administration_and_safety","services_rental_hiring_and_real_estate","services_retail_trade","services_transport_postal_and_warehousing","services_wholesale_trade"
"544","1108_2017","X001189",2017,1108,"91 Geographe Street DOCKLANDS VIC 3008",6,0,0,0,6,0,0,0,8,0,144.945159,-37.81982955,1108,2017,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2
"545","265_2017","X000429",2017,265,"Arrow On Swanston 470-496 Swanston Street CARLTON VIC 3053",10,0,0,9,1,0,0,0,0,0,144.9635429,-37.80558706,265,2017,0,612,117,9,165,473,388,15982,0,21587,1280,0,0,1267,0,0,9112,0,8041,0,5487,0,0,427,0,9724,0,922,0,0,0,0,0,11508,0,0,0,0,0,0,822,0,0,200,325,171,11,2,0,0,1,6,0,0,0,0,1,0,7,3,1,2,1,0,1
"546","370_2017","X000528",2017,370,"33-35 Arden Street NORTH MELBOURNE VIC 3051",45,4,29,12,0,0,0,0,41,0,144.9505202,-37.80135261,370,2017,0,18,0,39,85,0,0,1584,0,0,0,0,0,6888,0,0,702,0,0,0,2213,0,0,397,0,7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,1,0
"547","95_2017","X000264",2017,95,"75-89 A'Beckett Street MELBOURNE VIC 3000",465,0,167,256,42,0,0,0,96,58,144.9613345,-37.80933725,95,2017,360,1386,75,1,353,0,4329,15310,0,7482,5180,0,474,0,0,0,2921,0,0,0,4780,0,0,0,0,18885,0,3006,0,0,0,0,0,0,0,0,33329,0,1568,0,3439,0,0,0,4,159,20,0,0,2,2,7,0,3,4,3,1,0,4,7,0,2,10,0,0
"548","111_2017","X000305",2017,111,"57-77 Dudley Street WEST MELBOURNE VIC 3003",438,0,154,266,18,0,0,0,202,0,144.9505875,-37.81025672,111,2017,0,30,0,15,19,0,1667,2000,1295,0,0,0,0,3235,0,0,3924,0,0,0,1242,0,0,3525,0,3089,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,1862,0,0,0,60,22,1,2,0,1,1,2,0,1,0,0,0,0,2,2,1,1,2,1,1
"549","785_2017","X001529",2017,785,"(32 South Wharf) 469-591 Lorimer Street PORT MELBOURNE VIC 3207",0,0,0,0,0,0,0,0,24,0,144.9136029,-37.82148005,785,2017,0,140,70,0,0,0,0,1973,0,0,0,0,0,0,0,0,2088,0,0,0,0,0,0,78222,0,0,0,0,0,0,0,0,0,0,0,14401,0,0,0,0,4312,0,0,0,173,0,2,1,0,0,2,1,0,0,0,0,2,0,1,1,1,0,1,6,1
"550","1110_2016","X001284",2016,1110,"Harbour Town 420-454 Docklands Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9377585,-37.81317308,1110,2016,598,943,602,0,104,0,0,23334,0,4704,16562,1106,0,0,0,0,21221,0,90913,0,23557,0,0,72568,0,13680,0,30620,0,0,0,0,4525,0,0,0,0,0,0,42249,19247,0,0,3303,1230,79,23,2,0,9,5,3,2,1,2,2,1,0,9,2,0,2,76,0,0
"551","264_2017","X000419",2017,264,"28-44 Bouverie Street CARLTON VIC 3053",216,0,105,109,2,0,0,0,7,77,144.9619847,-37.80566315,264,2017,0,98,98,0,520,0,0,13496,0,10674,989,0,0,0,0,0,0,0,0,0,5612,0,0,2478,0,35951,0,0,0,0,0,0,0,0,0,0,19800,0,0,11696,5004,0,0,0,0,240,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1
"552","84_2017","X000222",2017,84,"315-321 La Trobe Street MELBOURNE VIC 3000",149,0,56,93,0,0,0,0,0,44,144.9599616,-37.81097608,84,2017,510,1157,39,8,808,0,1117,16749,0,1980,5088,0,0,2365,0,0,9463,0,0,0,8027,0,0,1147,0,60560,0,5348,0,0,0,0,1822,0,0,0,47477,0,0,0,1960,0,0,0,114,112,23,2,0,0,5,3,1,2,0,1,0,0,6,15,0,3,10,0,1
"553","61_2017","X000149",2017,61,"20-40 Rose Lane MELBOURNE VIC 3000",399,0,64,291,44,0,0,0,204,122,144.9542482,-37.81498912,61,2017,705,589,109,0,2206,0,3116,54519,0,5844,4133,11220,0,0,0,0,620,0,0,0,36446,0,0,0,0,148568,0,721,0,0,0,0,3213,0,0,0,40148,0,0,0,3087,0,0,0,375,790,13,0,0,0,0,1,2,0,1,0,0,0,1,0,1,3,5,0,0
"554","773_2017","X000786",2017,773,"86 South Wharf Drive DOCKLANDS VIC 3008",18,0,0,0,18,0,0,0,43,0,144.9354531,-37.82186675,773,2017,0,352,234,82,1156,0,0,58585,0,0,1043,0,0,33316,0,0,3598,0,0,0,61031,0,0,16659,0,156297,0,648,722,0,0,26173,0,0,0,0,22762,0,0,0,2243,0,0,38,110,1845,6,1,0,2,2,0,1,0,1,0,1,0,4,3,0,6,2,1,1
"555","786_2017","X000853",2017,786,"552-578 Lorimer Street PORT MELBOURNE VIC 3207",0,0,0,0,0,0,0,0,30,6,144.9153361,-37.82272568,786,2017,0,241,192,0,0,0,0,43715,0,90098,1208,10849,0,0,0,0,44185,0,0,0,32988,0,0,316722,0,0,0,0,0,0,0,0,11690,0,0,0,0,0,0,0,3956,2595,7260,0,5534,0,6,1,1,5,3,1,0,0,1,4,12,0,4,7,2,1,3,0,6
"556","928_2017","X001524",2017,928,"51-55 Galada Avenue PARKVILLE VIC 3052",81,0,37,44,0,0,0,0,104,94,144.9395934,-37.78035557,928,2017,0,35,6,225,530,0,0,9488,0,3120,0,0,0,47534,10380,0,0,26244,0,0,8818,0,0,88275,0,48151,0,0,0,0,0,0,0,0,0,0,12437,0,0,0,0,0,0,0,106,486,1,0,0,10,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0
"557","17_2016","X000033",2016,17,"10-20 Oliver Lane MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9702935,-37.81614879,17,2016,1698,2130,105,0,327,0,5753,28703,0,952,6664,0,0,0,0,0,33413,0,22337,0,16201,0,0,1273,0,23166,0,1853,0,0,0,0,945,0,0,0,0,0,0,0,5722,0,0,1104,180,183,31,4,0,2,0,4,0,5,0,1,2,0,4,34,1,4,7,0,0
"558","34_2017","X000078",2017,34,"360-374 Collins Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.962171,-37.81616885,34,2017,0,714,216,0,32,0,7148,57717,0,2024,3709,8424,1233,0,0,0,105889,0,0,0,16140,0,0,1187,0,2257,0,6805,0,0,0,0,1378,0,0,0,0,0,22350,0,8374,264,867,65,257,6,26,43,0,2,2,14,2,72,16,4,18,4,79,150,2,12,31,4,9
"559","266_2017","X001556",2017,266,"RMIT 17-25 Lygon Street CARLTON VIC 3053",0,0,0,0,0,0,0,0,0,0,144.9656692,-37.80637338,266,2017,350,253,56,1,0,213,0,9112,0,30104,1394,0,0,0,0,0,2461,0,0,0,0,0,493,2948,0,0,0,0,0,0,0,0,0,4030,0,0,0,0,0,0,1273,0,4986,0,67,0,10,0,0,0,0,22,0,0,0,1,1,0,2,2,0,0,0,0,0
"560","101_2018","X001191",2018,101,"386-394 Spencer Street WEST MELBOURNE VIC 3003",105,0,58,47,0,0,0,0,87,63,144.9509453,-37.81132554,101,2018,0,79,18,5,619,0,0,19907,0,16886,0,833,0,1418,0,0,3589,0,0,0,9900,0,0,4204,0,41918,0,0,0,0,0,0,0,0,0,0,7116,0,0,0,0,0,0,54,78,438,2,0,0,0,1,5,1,0,1,0,0,0,5,0,0,0,0,0,0
"561","95_2018","X000267",2018,95,"Deakin House 393-397 Swanston Street MELBOURNE VIC 3000",0,0,0,0,0,753,763,763,0,157,144.9632462,-37.80927795,95,2018,360,1386,75,1,353,0,4329,15310,0,7482,5180,0,474,0,0,0,2921,0,0,0,4780,0,0,0,0,18885,0,3006,0,0,0,0,0,0,0,0,33329,0,1568,0,3439,0,0,0,4,159,20,0,0,2,2,7,0,3,4,3,1,0,4,7,0,2,10,0,0
"562","748_2018","X001169",2018,748,"33 Coventry Street SOUTHBANK VIC 3006",72,0,53,19,0,0,0,0,31,0,144.9696443,-37.82940306,748,2018,0,202,82,0,845,0,3085,23031,0,3720,1835,0,0,0,0,0,20050,0,7190,0,30405,0,0,1158,0,59691,0,700,0,0,0,0,0,0,0,0,3784,0,0,0,11235,0,0,240,274,855,6,4,0,0,2,2,1,2,1,2,0,0,1,9,0,2,2,1,1
"563","615_2018","X000687",2018,615,"126-158 Clarendon Street EAST MELBOURNE VIC 3002",0,0,0,0,0,0,0,0,0,0,144.9841024,-37.812282,615,2018,0,318,0,17,126,0,0,11742,0,0,0,2256,17459,5123,7125,0,327,0,0,0,9069,0,0,6750,0,23760,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,154,142,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,1,0,0
"564","931_2015","X001306",2015,931,"Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052",0,0,0,0,0,0,0,0,0,0,144.9495408,-37.79361764,931,2015,0,561,388,4,0,0,0,47684,0,0,12016,5127,101422,861,0,0,0,0,46272,0,0,0,0,0,0,0,0,485,0,0,577631,0,0,0,0,0,22712,0,0,0,0,0,0,2000,645,2,10,0,0,17,0,0,4,0,1,0,0,0,1,0,0,0,5,1,0
"565","362_2018","X000509",2018,362,"529-533 Elizabeth Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,66,50,144.9586111,-37.80566944,362,2018,180,190,22,1,81,60,683,7620,0,3292,652,0,0,0,0,0,7311,0,0,0,0,0,0,332,0,4910,0,860,0,0,0,0,0,1105,0,0,0,0,1310,0,689,0,1705,0,84,5,8,1,0,0,0,2,0,0,3,0,0,0,1,1,0,0,4,0,0
"566","1109_2018","X001167",2018,1109,"Newquay Central 425-441 Docklands Drive DOCKLANDS VIC 3008",118,0,26,68,24,0,0,0,63,42,144.9392069,-37.81503861,1109,2018,1380,2668,665,40,2403,0,28180,98238,0,622,8168,0,0,12767,0,0,20036,0,9912,0,70624,0,0,3327,0,196603,0,2427,0,0,0,25878,0,0,0,0,48102,0,0,58090,8750,0,0,423,108,3013,35,11,1,5,6,4,1,12,5,6,2,0,17,55,3,21,11,12,12
"567","1105_2018","X001578",2018,1105,"43 Village Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,20,0,144.9499937,-37.82027313,1105,2018,975,1634,572,0,189,0,10575,110114,2488,0,7586,44551,0,0,0,0,349386,0,34421,0,35562,0,0,3452,0,16114,0,3564,0,0,0,0,1118,0,0,0,93193,0,0,0,20566,0,0,995,922,189,47,7,0,5,4,2,2,11,4,7,0,1,6,18,7,6,5,4,4
"568","747_2018","X000755",2018,747,"68-70 Dorcas Street SOUTHBANK VIC 3006",238,0,106,120,12,0,0,0,193,101,144.9674665,-37.83063269,747,2018,0,125,22,0,257,0,0,7061,0,0,0,0,0,0,0,0,0,0,0,0,5591,0,0,2074,0,17129,0,0,0,0,0,0,0,0,0,0,3866,0,0,0,0,0,9406,0,44,210,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"569","751_2018","X001350",2018,751,"Victorian College Of The Arts 234 St Kilda Road SOUTHBANK VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9693876,-37.82445562,751,2018,0,110,0,0,0,0,0,5582,0,17524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","105_2018","X001190",2018,105,"58-64 A'Beckett Street MELBOURNE VIC 3000",463,0,146,317,0,0,0,0,80,135,144.9614852,-37.80880342,105,2018,486,459,0,0,698,0,0,23321,0,29140,1884,0,0,0,0,0,17403,0,0,0,14734,0,0,461,0,44031,0,3052,0,0,0,0,0,0,0,0,71544,0,0,0,996,0,0,0,199,274,9,1,0,1,0,4,0,0,1,0,0,0,0,4,1,3,5,1,0
"571","733_2018","X001215",2018,733,"312-320 City Road SOUTHBANK VIC 3006",494,0,148,334,12,0,0,0,180,32,144.9582484,-37.82712269,733,2018,0,30,0,0,0,0,0,348,0,0,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17054,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","252_2018","X001272",2018,252,"103 Drummond Street CARLTON VIC 3053",0,0,0,0,0,20,0,20,0,32,144.96735,-37.80423245,252,2018,200,1309,385,18,128,0,2592,3494,0,0,4603,0,835,4592,0,0,3115,0,0,0,0,0,0,5445,0,8875,0,842,0,0,0,0,548,0,0,0,756,0,0,0,1303,0,0,0,90,130,19,0,0,0,2,0,1,2,4,0,1,0,5,4,0,1,5,0,1
"573","773_2018","X001240",2018,773,"100 South Wharf Drive, Docklands, 3008",18,0,0,0,18,0,0,0,18,0,144.9345318,-37.82165383,773,2018,0,271,205,100,1614,0,0,67686,0,0,1658,0,0,38327,0,0,2858,12663,0,0,71311,0,0,16619,0,180379,0,804,722,0,0,29555,0,0,0,0,0,0,0,0,1530,0,0,38,25,2485,6,1,0,5,1,0,1,0,1,0,1,0,4,2,0,4,3,1,1
"574","14_2013","X000018",2013,14,"31-39 Elizabeth Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9643344,-37.81742176,14,2013,1804,1354,101,1,97,0,20957,38976,0,20252,9017,1045,165,0,0,0,30114,0,25176,0,1255,0,0,1246,0,7890,0,3725,0,0,0,0,1012,0,0,0,0,0,0,0,4509,0,0,1180,60,0,28,21,0,1,5,9,1,20,8,7,1,3,29,70,1,9,20,0,5
"575","257_2015","X000391",2015,257,"123-127 Bouverie Street CARLTON VIC 3053",0,0,0,0,0,0,0,0,0,0,144.9614617,-37.80349578,257,2015,0,310,89,9,33,215,0,6437,0,12516,1013,0,0,1833,0,0,10925,0,0,0,2892,0,0,2104,0,2338,0,279,0,0,0,0,2017,4055,0,0,0,0,0,0,0,0,0,0,67,79,8,0,0,0,0,2,2,0,4,0,2,0,2,0,0,0,1,0,1
"576","26_2018","X001572",2018,26,"141-165 Collins Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9687613,-37.81545156,26,2018,0,493,76,0,72,0,13736,32500,0,0,6009,9563,706,0,0,0,60139,0,9911,0,9944,0,9449,2183,0,11869,0,3823,0,0,0,0,1374,0,0,0,10299,0,0,0,20140,0,0,350,261,0,6,2,0,1,1,0,2,10,7,1,0,2,1,13,0,2,14,0,1
"577","804_2018","X001389",2018,804,"Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,1190,0,144.9523045,-37.82538979,804,2018,2240,3476,1289,28,0,0,20268,57823,0,0,14106,2984,0,0,0,0,29494,0,63209,0,19183,0,18065,89153,0,0,0,47221,0,163,0,0,30,0,0,0,0,0,0,0,2544,0,0,3534,482,39,35,6,0,2,0,0,0,1,5,1,1,0,6,4,0,5,162,1,1
"578","423_2018","X000583",2018,423,"14-20 Roden Street WEST MELBOURNE VIC 3003",10,0,0,5,5,0,0,0,10,0,144.9500598,-37.80574413,423,2018,0,331,116,18,1,0,0,68,0,0,618,0,0,2351,0,0,0,0,0,0,0,0,0,1398,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,12,4,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0
"579","730_2018","X000725",2018,730,"61-63 Haig Street SOUTHBANK VIC 3006",163,0,104,59,0,0,0,0,104,197,144.9567869,-37.82774772,730,2018,412,50,0,0,245,0,3661,5155,0,0,0,0,0,0,0,0,2436,0,0,0,8885,0,0,1763,0,24332,0,0,0,0,0,0,0,0,0,0,6034,0,0,0,5068,0,0,0,51,300,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"580","103_2018","X001233",2018,103,"229-241 Franklin Street MELBOURNE VIC 3000",0,0,0,0,0,333,691,691,0,310,144.9571019,-37.80970685,103,2018,320,434,15,0,638,0,22916,25341,0,2757,1835,0,0,0,0,0,5434,0,0,0,8874,3060,0,1900,0,37868,0,631,0,0,0,0,0,0,0,0,0,0,0,0,5830,0,0,95,129,180,8,0,0,0,2,1,1,1,1,0,0,0,9,4,1,5,1,0,1
"581","861_2018","X001181",2018,861,"157-159 Domain Road SOUTH YARRA VIC 3141",12,0,9,3,0,0,0,0,0,0,144.9814521,-37.83428465,861,2018,245,419,100,79,236,0,0,6181,0,1601,1787,0,0,19989,0,0,0,0,0,0,2223,0,0,18938,0,26734,0,376,0,0,0,0,0,0,0,0,1271,0,3377,0,0,0,0,0,27,300,6,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,4,0,0
"582","259_2018","X001340",2018,259,"221 Pelham Street, CARLTON, 3053",0,0,0,0,0,243,352,352,0,120,144.9589841,-37.80225591,259,2018,0,90,0,8,9,0,0,2504,0,0,0,0,0,1947,0,0,15839,0,0,0,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10968,0,0,0,2208,0,0,0,60,11,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0
"583","24_2018","X001243",2018,24,"359-373 Collins Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9624424,-37.81728405,24,2018,88,1234,150,0,177,0,0,68675,0,3632,3902,4060,2228,0,0,0,148570,0,10143,0,18688,0,0,1176,0,14014,0,4648,0,0,0,0,998,0,0,0,0,0,2584,0,11933,0,0,434,365,88,24,13,0,5,8,9,3,50,7,4,5,4,19,58,3,5,14,4,2
"584","928_2018","X0001806",2018,928,"110-114 Cade Way PARKVILLE VIC 3052",114,0,37,77,0,0,0,0,114,172,144.9390243,-37.77894217,928,2018,0,35,6,225,655,0,0,13078,0,0,0,0,0,47563,10380,0,0,26244,0,0,15351,0,0,84618,0,56390,0,0,0,0,0,0,0,0,0,0,16497,0,0,0,0,0,0,0,106,757,1,0,0,10,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
"585","618_2018","X000692",2018,618,"22-40 Clarendon Street EAST MELBOURNE VIC 3002",18,0,0,1,17,0,0,0,42,6,144.9831141,-37.81532101,618,2018,0,432,14,9,245,0,20971,13520,0,0,0,0,0,3352,0,0,5487,0,0,0,14449,0,0,6499,0,21899,0,0,0,0,0,0,0,0,0,0,20845,0,0,0,0,0,0,0,318,269,6,0,0,0,0,1,0,0,5,0,1,0,0,8,0,0,0,0,0
"586","618_2018","X000690",2018,618,"178-226 Wellington Parade EAST MELBOURNE VIC 3002",77,0,22,44,11,0,0,0,392,0,144.9834985,-37.81582311,618,2018,0,432,14,9,245,0,20971,13520,0,0,0,0,0,3352,0,0,5487,0,0,0,14449,0,0,6499,0,21899,0,0,0,0,0,0,0,0,0,0,20845,0,0,0,0,0,0,0,318,269,6,0,0,0,0,1,0,0,5,0,1,0,0,8,0,0,0,0,0
"587","813_2018","X0001612",2018,813,"The Primrose Potter Australian Ballet Centre 2-6 Kavanagh Street SOUTHBANK VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9673678,-37.82197176,813,2018,0,68,50,0,0,0,0,4705,0,0,0,0,0,0,0,0,9000,0,11361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,1,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"588","84_2018","X000220",2018,84,"296-300 Little Lonsdale Street MELBOURNE VIC 3000",185,0,37,148,0,0,0,0,29,55,144.960635,-37.8114786,84,2018,310,711,14,8,1485,0,1201,25960,0,0,4362,908,0,2365,0,0,10808,0,0,0,13703,0,2645,1290,0,102163,0,4328,0,0,0,0,1217,0,0,0,0,0,1612,0,2428,0,0,0,110,230,19,1,0,1,1,3,1,2,0,0,0,0,10,15,0,3,10,0,0
"589","224_2018","X001261",2018,224,"79-87 Canning Street CARLTON VIC 3053",8,0,0,0,8,0,0,0,0,0,144.9725796,-37.79720387,224,2018,0,50,4,58,71,12,0,2237,0,0,0,0,449,8349,0,0,1687,0,0,0,1855,0,0,3916,0,6660,0,1333,0,0,0,0,0,338,0,0,2710,0,0,0,848,0,0,0,16,111,2,0,0,0,0,0,0,0,5,0,6,0,2,4,0,2,3,0,0
"590","1105_2018","X001035",2018,1105,"2-12 Batmans Hill Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,242,0,144.950065,-37.82172968,1105,2018,975,1634,572,0,189,0,10575,110114,2488,0,7586,44551,0,0,0,0,349386,0,34421,0,35562,0,0,3452,0,16114,0,3564,0,0,0,0,1118,0,0,0,93193,0,0,0,20566,0,0,995,922,189,47,7,0,5,4,2,2,11,4,7,0,1,6,18,7,6,5,4,4
"591","1105_2018","X001318",2018,1105,"695-703 Collins Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,177,174,144.9514654,-37.82019815,1105,2018,975,1634,572,0,189,0,10575,110114,2488,0,7586,44551,0,0,0,0,349386,0,34421,0,35562,0,0,3452,0,16114,0,3564,0,0,0,0,1118,0,0,0,93193,0,0,0,20566,0,0,995,922,189,47,7,0,5,4,2,2,11,4,7,0,1,6,18,7,6,5,4,4
"592","74_2018","X001320",2018,74,"Carpark 399-401 Little Lonsdale Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,130,0,144.9601358,-37.81204562,74,2018,1319,1882,92,0,41,214,10639,23635,0,3086,6524,2520,0,0,0,0,19780,0,0,0,5658,0,0,493,0,4007,0,4073,0,0,0,0,529,8685,0,0,7053,0,12462,0,5165,0,442,0,109,174,30,8,0,2,3,8,0,7,2,1,3,0,15,60,0,6,13,0,1
"593","353_2018","X001275",2018,353,"80 Chapman Street NORTH MELBOURNE VIC 3051",7,0,0,3,4,0,0,0,8,10,144.9477744,-37.79521765,353,2018,0,80,8,56,169,0,3852,4539,0,0,0,0,0,9585,0,0,1449,0,0,0,3002,0,0,22706,0,12048,0,458,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,0,0,81,165,3,0,0,0,0,1,0,0,7,0,1,0,1,1,0,0,1,0,0
"594","97_2018","X000274",2018,97,"9-23 MacKenzie Street MELBOURNE VIC 3000",473,0,214,239,20,0,0,0,123,523,144.9673949,-37.80768169,97,2018,300,337,53,0,1063,0,9578,35410,0,0,3947,0,0,0,0,0,6745,0,11374,0,19132,0,0,2504,0,69027,0,656,0,0,0,0,268,0,0,0,0,0,0,0,7210,0,0,765,30,551,8,0,0,3,3,1,0,2,1,2,0,0,4,4,0,2,2,0,0
"595","97_2018","X001331",2018,97,"42-50 La Trobe Street MELBOURNE VIC 3000",0,0,0,0,0,783,0,783,0,159,144.9671737,-37.80804882,97,2018,300,337,53,0,1063,0,9578,35410,0,0,3947,0,0,0,0,0,6745,0,11374,0,19132,0,0,2504,0,69027,0,656,0,0,0,0,268,0,0,0,0,0,0,0,7210,0,0,765,30,551,8,0,0,3,3,1,0,2,1,2,0,0,4,4,0,2,2,0,0
"596","1108_2018","X001328",2018,1108,"915 Collins Street DOCKLANDS VIC 3008",256,0,44,192,20,0,0,0,290,312,144.9396666,-37.82058599,1108,2018,750,4324,1602,6,2799,0,0,174876,5888,2968,14972,11911,1081,1524,0,0,209389,23216,26248,0,124922,0,0,56832,0,228584,0,6046,0,0,0,61807,4364,0,0,0,69170,0,0,0,12185,0,512,673,1340,2424,60,12,0,12,3,1,2,15,11,4,7,0,18,54,4,15,12,4,2
"597","263_2018","X001551",2018,263,"16-32 Leicester Street CARLTON VIC 3053",0,0,0,0,0,734,866,866,0,100,144.9605077,-37.80570167,263,2018,0,143,12,0,562,0,0,10724,0,0,980,1518,0,417,0,0,19872,0,0,0,12988,0,0,3564,0,32720,0,385,0,0,0,0,0,3348,0,0,10260,0,0,0,353,0,0,0,150,197,5,0,0,1,0,2,2,1,2,0,0,0,15,6,2,1,4,0,0
"598","377_2018","X000543",2018,377,"46 Villiers Street NORTH MELBOURNE VIC 3051",11,11,0,0,0,0,0,0,0,12,144.9534594,-37.79954565,377,2018,317,334,93,29,46,270,0,5202,0,807,1174,0,4226,4848,0,0,5103,0,0,0,2809,0,0,1922,0,3044,0,0,0,0,0,0,0,5858,0,0,1770,0,0,0,2350,0,0,0,141,25,7,3,0,0,1,2,0,0,37,0,1,0,5,16,0,0,0,0,0
"599","1110_2018","X001339",2018,1110,"120 Pearl River Road DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9365878,-37.81185827,1110,2018,100,860,435,0,104,0,0,23334,0,6797,16065,1786,0,0,0,0,19906,0,89613,0,23557,0,0,72573,0,13680,0,27497,0,0,0,0,0,0,0,0,0,0,0,42245,22994,0,0,3265,1387,79,18,1,0,10,3,2,2,1,4,2,2,0,7,2,0,3,53,0,0
"600","921_2018","X0005007",2018,921,"30 Flemington Road, Parkville, 3052",0,0,0,0,0,0,0,0,0,0,144.9538501,-37.79754455,921,2018,0,100,0,0,0,0,0,6388,0,44125,0,0,0,0,0,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,0,0,0,0,69,0,1,0,0,0,0,8,0,0,1,0,0,0,0,3,0,0,0,0,0
"601","256_2018","X001332",2018,256,"599-605 Swanston Street CARLTON VIC 3053",0,0,0,0,0,290,628,628,0,87,144.9627823,-37.80429627,256,2018,0,191,25,0,51,21,5739,4865,0,0,413,0,0,325,0,0,3228,0,0,0,3025,0,0,1411,0,3483,0,0,0,0,0,0,0,1811,0,0,16400,0,0,0,6506,0,0,0,137,2,7,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0
